,Molecule_ChEMBL_ID,Molecule_Name,Molecule_Max_Phase,Molecular_Weight,#RO5_Violations,AlogP,Compound_Key,Smiles,Standard_Type,Standard_Relation,Standard_Value,Standard_Units,pChEMBL_Value,Data_Validity_Comment,Comment,Uo_Units,Ligand_Efficiency_BEI,Ligand_Efficiency_LE,Ligand_Efficiency_LLE,Ligand_Efficiency_SEI,Potential_Duplicate,Assay_ChEMBL_ID,Assay_Description,Assay_Type,BAO_Format_ID,BAO_Label,Assay_Organism,Assay_Tissue_ChEMBL_ID,Assay_Tissue_Name,Assay_Cell_Type,Assay_Subcellular_Fraction,Assay_Parameters,Assay_Variant_Accession,Assay_Variant_Mutation,Target_ChEMBL_ID,Target_Name,Target_Organism,Target_Type,Document_ChEMBL_ID,Source_ID,Source_Description,Document_Journal,Document_Year,Cell_ChEMBL_ID,Properties,Standard_Value_nM,base_rdkit_smiles
3744,CHEMBL2205815,,0.0,323.39,0.0,1.72,33,OC12C3C4CC5C6C4C1C6C(C53)N2CCc1ccc2c(c1)OCO2,Ki,,,,,,Not Determined,,,,,,False,CHEMBL2210356,Binding affinity to Histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2203059,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,,,,OC12C3C4CC5C6C4C1C6C(C53)N2CCc1ccc2c(c1)OCO2
3745,CHEMBL998,LORATADINE,4.0,382.89,0.0,4.89,Loratadine,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,Ki,'=',414.0,nM,6.38,,,UO_0000065,16.67,0.32,1.49,15.04,False,CHEMBL830379,Binding affinity towards human histamine H1 receptor expressed in CHO-K1 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137052,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2004.0,CHEMBL3307512,,414.0,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
3746,CHEMBL185825,,0.0,548.63,1.0,4.65,8,NC(=O)N(O)CCC#Cc1ccc(OCCCN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,Ki,'=',109.0,nM,6.96,,,UO_0000065,12.69,0.24,2.31,8.46,False,CHEMBL830379,Binding affinity towards human histamine H1 receptor expressed in CHO-K1 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137052,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2004.0,CHEMBL3307512,,109.0,NC(=O)N(O)CCC#Cc1ccc(OCCCN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1
3754,CHEMBL1618305,NALOXONAZINE,0.0,650.78,1.0,3.28,NALOXONAZINE,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2/C(=N/N=C2\CC[C@@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6CC=C)[C@H]2O8)CC[C@@]3(O)[C@H]1C5,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2/C(=N/N=C2\CC[C@@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6CC=C)[C@H]2O8)CC[C@@]3(O)[C@H]1C5
3755,CHEMBL45,MELATONIN,4.0,232.28,0.0,1.86,MELATONIN,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,COc1ccc2[nH]cc(CCNC(C)=O)c2c1
3756,CHEMBL268291,DIMETHYLFORMAMIDE,0.0,73.1,0.0,-0.3,"N,N-DIMETHYLFORMAMIDE",CN(C)C=O,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CN(C)C=O
3757,CHEMBL580,LORAZEPAM,4.0,321.16,0.0,3.1,LORAZEPAM,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
3758,CHEMBL1489254,TRIACETIN,2.0,218.21,0.0,0.04,TRIACETIN,CC(=O)OCC(COC(C)=O)OC(C)=O,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CC(=O)OCC(COC(C)=O)OC(C)=O
3759,CHEMBL1201139,MEGESTROL ACETATE,4.0,384.52,0.0,4.58,MEGESTROL ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
3760,CHEMBL1201139,MEGESTROL ACETATE,4.0,384.52,0.0,4.58,MEGESTROL ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
3761,CHEMBL802,MINOXIDIL,4.0,209.25,0.0,-0.13,MINOXIDIL,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
3762,CHEMBL21731,MAPROTILINE,4.0,277.41,0.0,4.21,MAPROTILINE,CNCCCC12CCC(c3ccccc31)c1ccccc12,Ki,'=',1.021,nM,8.99,,,UO_0000065,32.41,0.58,4.78,74.74,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,1.021,CNCCCC12CCC(c3ccccc31)c1ccccc12
3763,CHEMBL2158772,,0.0,505.49,2.0,5.55,43,Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,Ki,'=',31.62,nM,7.5,,,UO_0000065,14.84,0.3,1.95,14.15,False,CHEMBL2160725,Binding affinity to histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2157884,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,,,31.62,Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
3764,CHEMBL2158825,,0.0,477.43,1.0,5.38,16,O=C(O)Cc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,Ki,'=',15.85,nM,7.8,,,UO_0000065,16.34,0.33,2.42,14.71,False,CHEMBL2160725,Binding affinity to histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2157884,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,,,15.85,O=C(O)Cc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
3765,CHEMBL2103769,LOBELINE,0.0,337.46,0.0,4.24,lobeline,CN1[C@H](CC(=O)c2ccccc2)CCC[C@@H]1C[C@H](O)c1ccccc1,IC50,'=',44668.36,nM,4.35,,,UO_0000065,,,,,False,CHEMBL2169534,Antagonist activity at H1 receptor in human HeLa cells assessed as inhibition of histamine-induced Ca2+ release by using fura-2AM-based fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,,,HeLa,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2163313,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3308376,,44668.36,CN1[C@H](CC(=O)c2ccccc2)CCC[C@@H]1C[C@H](O)c1ccccc1
3766,CHEMBL597,PHENTOLAMINE,4.0,281.36,0.0,2.84,phentolamine,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,IC50,'=',316227.77,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL2169534,Antagonist activity at H1 receptor in human HeLa cells assessed as inhibition of histamine-induced Ca2+ release by using fura-2AM-based fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,,,HeLa,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2163313,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3308376,,316227.77,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
3767,CHEMBL564,PROMAZINE,4.0,284.43,0.0,4.24,promazine,CN(C)CCCN1c2ccccc2Sc2ccccc21,IC50,'=',2454.71,nM,5.61,,,UO_0000065,,,,,False,CHEMBL2169534,Antagonist activity at H1 receptor in human HeLa cells assessed as inhibition of histamine-induced Ca2+ release by using fura-2AM-based fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,,,HeLa,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2163313,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3308376,,2454.71,CN(C)CCCN1c2ccccc2Sc2ccccc21
3768,CHEMBL86715,PROCYCLIDINE,4.0,287.45,0.0,3.94,procyclidine,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,IC50,'=',17782.79,nM,4.75,,,UO_0000065,,,,,False,CHEMBL2169534,Antagonist activity at H1 receptor in human HeLa cells assessed as inhibition of histamine-induced Ca2+ release by using fura-2AM-based fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,,,HeLa,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2163313,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3308376,,17782.79,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
3769,CHEMBL1783969,,0.0,335.41,0.0,2.97,3{18},CN1CCc2c(c3cc(C(=O)O)ccc3n2CCc2ccncc2)C1,IC50,,,,,,Not Determined,,,,,,False,CHEMBL1785997,Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium flow during phase-II compound dosed after histamine addition by Fura-2 based fluorometric assay,F,BAO_0000218,organism-based format,Homo sapiens,,,SK-N-SH,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1782051,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,CHEMBL3307745,,,CN1CCc2c(c3cc(C(=O)O)ccc3n2CCc2ccncc2)C1
3770,CHEMBL891,CLOXACILLIN,4.0,435.89,0.0,2.55,CLOXACILLIN,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
3771,CHEMBL213912,,0.0,327.82,0.0,3.77,7j,CN1CCN(C2=Nc3ccc(Cl)cc3Oc3ccccc32)CC1,EC50,'=',6.761,nM,8.17,,,UO_0000065,,,,,False,CHEMBL871373,Activity at human histamine H1 receptor transfected in COS7 cells by NF-kappaB luciferase reporter assay,F,BAO_0000219,cell-based format,Homo sapiens,,,COS-7,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137432,1,Scientific Literature,J. Med. Chem.,2006.0,CHEMBL3307648,,6.761,CN1CCN(C2=Nc3ccc(Cl)cc3Oc3ccccc32)CC1
3772,CHEMBL1000,CETIRIZINE,4.0,388.9,0.0,3.15,64(Cetrizine),O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,Ki,'=',14.0,nM,7.85,,,UO_0000065,20.2,0.4,4.7,14.82,False,CHEMBL881222,Inhibition constant against histamine H1 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140446,1,Scientific Literature,J. Med. Chem.,2005.0,,,14.0,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
3773,CHEMBL1783971,,0.0,316.41,0.0,3.14,3{20},CN1CCc2c(c3cc(C#N)ccc3n2CCc2ccccn2)C1,IC50,'=',1290.0,nM,5.89,,,UO_0000065,,,,,False,CHEMBL1786003,Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium level increase during phase-1 compound incubated before histamine addition by Fura-2 based fluorometric assay,F,BAO_0000219,cell-based format,Homo sapiens,,,SK-N-SH,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1782051,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,CHEMBL3307745,,1290.0,CN1CCc2c(c3cc(C#N)ccc3n2CCc2ccccn2)C1
3774,CHEMBL28833,,0.0,334.47,0.0,3.84,5i,CCCc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,Ki,'>',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL694553,Binding affinity to cloned Histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134077,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001.0,,,10000.0,CCCc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1
3775,CHEMBL353846,ADIPHENINE,0.0,311.43,0.0,3.7,adiphenine,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,IC50,'=',112201.85,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL2169534,Antagonist activity at H1 receptor in human HeLa cells assessed as inhibition of histamine-induced Ca2+ release by using fura-2AM-based fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,,,HeLa,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2163313,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3308376,,112201.85,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1
3776,CHEMBL2158776,,0.0,521.49,2.0,5.25,47,COc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,Ki,'=',63.1,nM,7.2,,,UO_0000065,13.81,0.28,1.95,11.57,False,CHEMBL2160725,Binding affinity to histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2157884,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,,,63.1,COc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1
3777,CHEMBL2158820,,0.0,477.43,1.0,5.37,26,O=C(O)[C@H](c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,Ki,'=',25.12,nM,7.6,,,UO_0000065,15.92,0.32,2.23,14.34,False,CHEMBL2160725,Binding affinity to histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2157884,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,,,25.12,O=C(O)[C@H](c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
3778,CHEMBL1767151,,0.0,339.48,0.0,3.61,10p,CN1CCC[C@@H]1Cn1nc(CC2CCCCC2)c2ccccc2c1=O,Ki,'=',79.43,nM,7.1,,,UO_0000065,,,,,False,CHEMBL1769655,Antagonist activity at human recombinant histamine H1 receptor expressed in intact CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1764974,1,Scientific Literature,J. Med. Chem.,2011.0,CHEMBL3308072,,79.43,CN1CCC[C@@H]1Cn1nc(CC2CCCCC2)c2ccccc2c1=O
3779,CHEMBL2171019,,0.0,511.47,1.0,4.54,3a,CS(=O)(=O)c1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,Ki,'=',7.943,nM,8.1,,,UO_0000065,15.84,0.34,3.56,12.1,False,CHEMBL2173976,Displacement of [3H]pyrilamine from human H1 receptor expressed in CHOK1 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2169805,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3307512,,7.943,CS(=O)(=O)c1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1
3780,CHEMBL1774500,,0.0,516.6,1.0,2.25,(Z)-19a,Cn1c(N2CCN(CC/C=C3/c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,IC50,'=',84.0,nM,7.08,,,UO_0000065,13.7,0.25,4.83,7.29,False,CHEMBL1775250,Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1772991,1,Scientific Literature,Bioorg. Med. Chem.,2011.0,CHEMBL3307512,,84.0,Cn1c(N2CCN(CC/C=C3/c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O
3781,CHEMBL1277034,,0.0,361.49,0.0,4.03,66,O=C(O)CC1CN(C2CCC3(Cc4ccccc4Cc4ccccc43)C2)C1,Ki,'=',316.23,nM,6.5,,,UO_0000065,,,,,False,CHEMBL1287093,Antagonist activity against human histamine H1 receptor expressed in CHO cells by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1275351,1,Scientific Literature,J. Med. Chem.,2010.0,CHEMBL3308072,,316.23,O=C(O)CC1CN(C2CCC3(Cc4ccccc4Cc4ccccc43)C2)C1
3782,CHEMBL1767150,,0.0,393.49,0.0,3.1,10o,COc1ccc(Cc2nn(C[C@H]3CCCN3C)c(=O)c3ccccc23)cc1OC,Ki,'=',1584.89,nM,5.8,,,UO_0000065,,,,,False,CHEMBL1769655,Antagonist activity at human recombinant histamine H1 receptor expressed in intact CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1764974,1,Scientific Literature,J. Med. Chem.,2011.0,CHEMBL3308072,,1584.89,COc1ccc(Cc2nn(C[C@H]3CCCN3C)c(=O)c3ccccc23)cc1OC
3783,CHEMBL1774507,,0.0,514.63,1.0,2.91,(Z)-19g,Cn1c(N2CCCN(CC/C=C3/c4ccccc4CCc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,IC50,'=',153.0,nM,6.82,,,UO_0000065,13.24,0.24,3.91,7.76,False,CHEMBL1775250,Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1772991,1,Scientific Literature,Bioorg. Med. Chem.,2011.0,CHEMBL3307512,,153.0,Cn1c(N2CCCN(CC/C=C3/c4ccccc4CCc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O
3786,CHEMBL1767167,,0.0,655.33,2.0,8.16,57,O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1C[C@H]1CCCN1CCCCCc1ccc(OCCCN2CCCCCC2)cc1,Ki,'=',12.59,nM,7.9,,,UO_0000065,,,,,False,CHEMBL1769655,Antagonist activity at human recombinant histamine H1 receptor expressed in intact CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1764974,1,Scientific Literature,J. Med. Chem.,2011.0,CHEMBL3308072,,12.59,O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1C[C@H]1CCCN1CCCCCc1ccc(OCCCN2CCCCCC2)cc1
3787,CHEMBL238503,,0.0,468.55,0.0,2.83,19k,O=C(c1ccncc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1.O=CO,Ki,'<',2511.89,nM,,,,UO_0000065,,,,,False,CHEMBL903093,Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization,F,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138361,1,Scientific Literature,J. Med. Chem.,2007.0,CHEMBL3308072,,2511.89,O=C(c1ccncc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1
3788,CHEMBL559206,,0.0,458.0,0.0,3.43,19a,Cl.O=C(c1ccccc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1,Ki,'=',1258.93,nM,5.9,,,UO_0000065,,,,,False,CHEMBL903093,Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization,F,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138361,1,Scientific Literature,J. Med. Chem.,2007.0,CHEMBL3308072,,1258.93,O=C(c1ccccc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1
3789,CHEMBL605405,,0.0,302.42,0.0,4.57,(Z)-3(2),Cc1ccc2c(c1)c1c(n2/C=C\c2ccccc2)CCN(C)C1,IC50,'=',70.0,nM,7.16,,,UO_0000065,,,,,False,CHEMBL1038010,Antagonist activity at histamine H1 receptor in human SK-N-SH cells assessed as histamine-induced maximum intracellular calcium spike at phase 1 treated 10 to 15 seconds before histamine challenge,F,BAO_0000219,cell-based format,Homo sapiens,,,SK-N-SH,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1153163,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,CHEMBL3307745,,70.0,Cc1ccc2c(c1)c1c(n2/C=C\c2ccccc2)CCN(C)C1
3791,CHEMBL708,ZIPRASIDONE,4.0,412.95,0.0,3.81,Ziprasidone,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,Ki,'=',47.0,nM,7.33,,,UO_0000065,17.75,0.36,3.52,15.12,False,CHEMBL992748,Binding affinity to human cloned histamine H1 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1155799,1,Scientific Literature,Bioorg. Med. Chem.,2008.0,,,47.0,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
