,Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
920,CHEMBL3679401,P46098,,YKQUIJWABGQLEP-FQEVSTJZSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,29.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635627,DTCC01712072,1680207,64307
921,CHEMBL3679402,P46098,,YKQUIJWABGQLEP-HXUWFJFHSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,7.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635619,DTCC01712073,1966340,64307
922,CHEMBL3679403,P46098,,LNCMYWGGZAEHIK-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,13.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635614,DTCC01712074,127073,64307
923,CHEMBL3679404,P46098,,NXSYJBVNYHBHHG-FQEVSTJZSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,68.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635628,DTCC01712075,1804500,64307
924,CHEMBL3679405,P46098,,GTOVOFHFJNASEM-NRFANRHFSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,57.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635629,DTCC01712076,94858,64307
925,CHEMBL3679406,P46098,,PBZWPISSKGJWPR-AWEZNQCLSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,1.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635630,DTCC01712077,1130572,64307
926,CHEMBL3679407,P46098,,BZPUAHCKXAJNIM-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,34.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635631,DTCC01712078,516579,64307
927,CHEMBL3679408,P46098,,WHLXDRXTKZLGFK-OAHLLOKOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,3.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635638,DTCC01712079,1771944,64307
928,CHEMBL3679408,P46098,,WHLXDRXTKZLGFK-OAHLLOKOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,4.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635632,DTCC01712079,1771942,64307
929,CHEMBL3679409,P46098,,USMXSRUHBDFPEM-QGZVFWFLSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,1.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635634,DTCC01712081,1486619,64307
930,CHEMBL3679410,P46098,,ZAHAKXSHZSSPOF-GOSISDBHSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,2.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635635,DTCC01712082,1771943,64307
931,CHEMBL3679411,P46098,,MEYSSICNMCKUSB-JOCHJYFZSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,2.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635636,DTCC01712083,1868817,64307
932,CHEMBL3679412,P46098,,WHLXDRXTKZLGFK-HNNXBMFYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,108.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635637,DTCC01712084,1583093,64307
933,CHEMBL3679413,P46098,,IANJVKHDSMUIRT-QGZVFWFLSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,1.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635640,DTCC01712085,1130573,64307
934,CHEMBL3679414,P46098,,RBGMTAOTVOHILH-HSZRJFAPSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,1.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635641,DTCC01712086,256099,64307
935,CHEMBL3679415,P46098,,WHVZPNITVJSAMC-INIZCTEOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,49.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635642,DTCC01712087,904452,64307
936,CHEMBL3679416,P46098,,IANJVKHDSMUIRT-KRWDZBQOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,8.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635643,DTCC01712088,1740132,64307
937,CHEMBL3679417,P46098,,RBGMTAOTVOHILH-QHCPKHFHSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,13.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635644,DTCC01712089,1868818,64307
938,CHEMBL3679418,P46098,,LSNUXVIISZOERE-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,267.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635645,DTCC01712090,159694,64307
939,CHEMBL3679419,P46098,,JTKYQKMRKDHHPR-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,59.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635646,DTCC01712091,1161837,64307
940,CHEMBL3679420,P46098,,IQMIOVIDFWQLDA-JOCHJYFZSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,25.0,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013.0,,,,,1527764.0,DTCT0023221,14635639,DTCC01712092,548620,64307
941,CHEMBL3740472,P46098,,,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,26363507.0,INHIBITION,<,50.0,%,,,,,,,,,,,,,,Agonist activity at human recombinant 5HT3 receptor expressed in CHO cells assessed as cAMP level at 10 uM after 4 hrs by luciferase reporter gene assay,,"Synthesis and SAR of Imidazo[1,5-a]pyridine derivatives as 5-HT4 receptor partial agonists for the treatment of cognitive disorders associated with Alzheimer's disease.",Eur. J. Med. Chem.,2015.0,103.0,,"Nirogi R, Mohammed AR, Shinde AK, Bogaraju N, Gagginapalli SR, Ravella SR, Kota L, Bhyrapuneni G, Muddana NR, Benade V, Palacharla RC, Jayarajan P, Subramanian R, Goyal VK.",,1540913.0,DTCT0023221,16676,DTCC00065101,1648360,65482
942,CHEMBL3740472,P46098,,,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,26363507.0,INHIBITION,<,50.0,%,,,,,,,,,,,,,,Antagonist activity at human recombinant 5HT3 receptor expressed in CHO cells assessed as cAMP level at 10 uM after 4 hrs by luciferase reporter gene assay,,"Synthesis and SAR of Imidazo[1,5-a]pyridine derivatives as 5-HT4 receptor partial agonists for the treatment of cognitive disorders associated with Alzheimer's disease.",Eur. J. Med. Chem.,2015.0,103.0,,"Nirogi R, Mohammed AR, Shinde AK, Bogaraju N, Gagginapalli SR, Ravella SR, Kota L, Bhyrapuneni G, Muddana NR, Benade V, Palacharla RC, Jayarajan P, Subramanian R, Goyal VK.",,1540933.0,DTCT0023221,16696,DTCC00065101,1648360,65482
943,CHEMBL3741992,P46098,,,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,26460788.0,INHIBITION,<,30.0,%,,,,,,,,,,,,,,Inhibition of human 5-HT3 receptor at 10 uM,,Novel Series of Dihydropyridinone P2X7 Receptor Antagonists.,J. Med. Chem.,2015.0,58.0,21.0,"Lopez-Tapia F, Walker KA, Brotherton-Pleiss C, Caroon J, Nitzan D, Lowrie L, Gleason S, Zhao SH, Berger J, Cockayne D, Phippard D, Suttmann R, Fitch WL, Bourdet D, Rege P, Huang X, Broadbent S, Dvorak C, Zhu J, Wagner P, Padilla F, Loe B, Jahangir A, Alker A.",,1541658.0,DTCT0023221,20304,DTCC00065423,1804813,65488
944,CHEMBL374351,P46098,KKHT-10103,WHHXYDWPIRKEHF-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,57000.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2887673,DTCC00002551,921018,34988
945,CHEMBL374351,P46098,KKHT-10103,WHHXYDWPIRKEHF-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,34.5,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887648,DTCC00002551,921018,34988
946,CHEMBL3746146,P46098,,,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,26580980.0,KI,=,3.0,NM,,,,,,,,,,,,,,Displacement of [3H]BRL 43694 from human 5-HT3 receptor expressed in CHO cells after 120 mins by scintillation counting,,"Design of 7 nicotinic acetylcholine receptor ligands using the (het)Aryl-1,2,3-triazole core: Synthesis, in vitro evaluation and SAR studies.",Eur. J. Med. Chem.,2016.0,107.0,,"Ouach A, Pin F, Bertrand E, Vercouillie J, Gulhan Z, Mothes C, Deloye JB, Guilloteau D, Suzenet F, Chalon S, Routier S.",,1546368.0,DTCT0023221,33154,DTCC00068812,1013253,65644
947,CHEMBL3746799,P46098,,,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,26580980.0,KI,=,52.0,NM,,,,,,,,,,,,,,Displacement of [3H]BRL 43694 from human 5-HT3 receptor expressed in CHO cells after 120 mins by scintillation counting,,"Design of 7 nicotinic acetylcholine receptor ligands using the (het)Aryl-1,2,3-triazole core: Synthesis, in vitro evaluation and SAR studies.",Eur. J. Med. Chem.,2016.0,107.0,,"Ouach A, Pin F, Bertrand E, Vercouillie J, Gulhan Z, Mothes C, Deloye JB, Guilloteau D, Suzenet F, Chalon S, Routier S.",,1546368.0,DTCT0023221,33156,DTCC00069049,884371,65644
948,CHEMBL3747344,P46098,,,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,26580980.0,KI,=,3.0,NM,,,,,,,,,,,,,,Displacement of [3H]BRL 43694 from human 5-HT3 receptor expressed in CHO cells after 120 mins by scintillation counting,,"Design of 7 nicotinic acetylcholine receptor ligands using the (het)Aryl-1,2,3-triazole core: Synthesis, in vitro evaluation and SAR studies.",Eur. J. Med. Chem.,2016.0,107.0,,"Ouach A, Pin F, Bertrand E, Vercouillie J, Gulhan Z, Mothes C, Deloye JB, Guilloteau D, Suzenet F, Chalon S, Routier S.",,1546368.0,DTCT0023221,33155,DTCC00069041,915885,65644
949,CHEMBL3759860,P46098,,,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,26761776.0,INHIBITION,=,50.0,%,,,,,,,,,,,,,,Binding affinity to 5-HT3 receptor (unknown origin) at 1 to 2 uM by radioligand binding assay,,Discovery and SAR of N-(1-((substituted piperidin-4-yl)methyl)-3-methoxypiperidin-4-yl)-2-methoxybenzamide derivatives: 5-Hydroxytryptamine receptor 4 agonist as a potent prokinetic agent.,Eur. J. Med. Chem.,2016.0,109.0,,"Park JS, Im W, Choi S, Park SJ, Jung JM, Baek KS, Son HP, Sharma S, Kim IS, Jung YH.",,1552730.0,DTCT0023221,69217,DTCC00074937,432317,66015
950,CHEMBL3763166,P46098,,,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,26653033.0,INHIBITION,<,50.0,%,,,,,,,,,,,,,,Inhibition of 5HT3 receptor (unknown origin) at 10 uM,,"Phenyl Benzenesulfonylhydrazides Exhibit Selective Indoleamine 2,3-Dioxygenase Inhibition with Potent in Vivo Pharmacodynamic Activity and Antitumor Efficacy.",J. Med. Chem.,2016.0,59.0,1.0,"Lin SY, Yeh TK, Kuo CC, Song JS, Cheng MF, Liao FY, Chao MW, Huang HL, Chen YL, Yang CY, Wu MH, Hsieh CL, Hsiao W, Peng YH, Wu JS, Lin LM, Sun M, Chao YS, Shih C, Wu SY, Pan SL, Hung MS, Ueng SH.",,1553775.0,DTCT0023221,91902,DTCC00075195,807224,66086
951,CHEMBL376324,P46098,,BJPAAUARTYANJL-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,16971122.0,IC50,=,275.0,NM,,,,,,,,,,,,,,Inhibition of 5HT3 receptor,,Inhibitors of unactivated p38 MAP kinase.,Bioorg. Med. Chem. Lett.,2006.0,16.0,23.0,"Bullington J, Argentieri D, Averill K, Carter D, Cavender D, Fahmy B, Fan X, Hall D, Heintzelman G, Jackson P, Leung WP, Li X, Ling P, Olini G, Razler T, Reuman M, Rupert K, Russell R, Siekierka J, Wadsworth S, Wolff R, Xiang B, Zhang YM",,424582.0,DTCT0023221,2013813,DTCC00440693,1102639,21793
952,CHEMBL3763779,P46098,,,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,26852005.0,INHIBITION,=,24.0,%,,,,,,,,,,,,,,Binding affinity to recombinant 5-HT3 receptor (unknown origin) at 10 uM after 1.5 hrs by radioligand displacement assay,,Novel N-acyl-carbazole derivatives as 5-HT7R antagonists.,Eur. J. Med. Chem.,2016.0,110.0,,"Kim Y, Yeom M, Tae J, Rhim H, Choo H.",,1554571.0,DTCT0023221,81424,DTCC00075509,74889,66201
953,CHEMBL3764133,P46098,,,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,26852005.0,INHIBITION,=,41.0,%,,,,,,,,,,,,,,Binding affinity to recombinant 5-HT3 receptor (unknown origin) at 10 uM after 1.5 hrs by radioligand displacement assay,,Novel N-acyl-carbazole derivatives as 5-HT7R antagonists.,Eur. J. Med. Chem.,2016.0,110.0,,"Kim Y, Yeom M, Tae J, Rhim H, Choo H.",,1554571.0,DTCT0023221,81344,DTCC00075511,1752263,66201
954,CHEMBL3764335,P46098,,,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,26852005.0,INHIBITION,=,41.0,%,,,,,,,,,,,,,,Binding affinity to recombinant 5-HT3 receptor (unknown origin) at 10 uM after 1.5 hrs by radioligand displacement assay,,Novel N-acyl-carbazole derivatives as 5-HT7R antagonists.,Eur. J. Med. Chem.,2016.0,110.0,,"Kim Y, Yeom M, Tae J, Rhim H, Choo H.",,1554571.0,DTCT0023221,81434,DTCC00075512,658061,66201
955,CHEMBL3764650,P46098,,,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,26852005.0,INHIBITION,=,18.0,%,,,,,,,,,,,,,,Binding affinity to recombinant 5-HT3 receptor (unknown origin) at 10 uM after 1.5 hrs by radioligand displacement assay,,Novel N-acyl-carbazole derivatives as 5-HT7R antagonists.,Eur. J. Med. Chem.,2016.0,110.0,,"Kim Y, Yeom M, Tae J, Rhim H, Choo H.",,1554571.0,DTCT0023221,81425,DTCC00075510,367196,66201
956,CHEMBL376596,P46098,KKHT-20818,PRICKWSOIKQPFF-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,4800.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2885918,DTCC00002562,1983565,34988
957,CHEMBL376596,P46098,KKHT-20818,PRICKWSOIKQPFF-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,99.5,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887670,DTCC00002562,1983565,34988
958,CHEMBL3770106,P46098,,,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,26700945.0,KI,>,10000.0,NM,,,,,,,,,,,,,,Displacement of [3H]LY278584 from 5-HT3 receptor (unknown origin) after 1.5 hrs by microbeta scintillation counting method,,Structure-Based Discovery of Novel and Selective 5-Hydroxytryptamine 2B Receptor Antagonists for the Treatment of Irritable Bowel Syndrome.,J. Med. Chem.,2016.0,59.0,2.0,"Zhou Y, Ma J, Lin X, Huang XP, Wu K, Huang N.",,1557239.0,DTCT0023221,99386,DTCC00078103,256545,66255
959,CHEMBL3770342,P46098,,,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,26700945.0,KI,>,10000.0,NM,,,,,,,,,,,,,,Displacement of [3H]LY278584 from 5-HT3 receptor (unknown origin) after 1.5 hrs by microbeta scintillation counting method,,Structure-Based Discovery of Novel and Selective 5-Hydroxytryptamine 2B Receptor Antagonists for the Treatment of Irritable Bowel Syndrome.,J. Med. Chem.,2016.0,59.0,2.0,"Zhou Y, Ma J, Lin X, Huang XP, Wu K, Huang N.",,1557239.0,DTCT0023221,99388,DTCC00078107,678484,66255
960,CHEMBL3770981,P46098,,,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,26700945.0,KI,>,10000.0,NM,,,,,,,,,,,,,,Displacement of [3H]LY278584 from 5-HT3 receptor (unknown origin) after 1.5 hrs by microbeta scintillation counting method,,Structure-Based Discovery of Novel and Selective 5-Hydroxytryptamine 2B Receptor Antagonists for the Treatment of Irritable Bowel Syndrome.,J. Med. Chem.,2016.0,59.0,2.0,"Zhou Y, Ma J, Lin X, Huang XP, Wu K, Huang N.",,1557239.0,DTCT0023221,99387,DTCC00078106,1519401,66255
961,CHEMBL3771331,P46098,,,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,26700945.0,KI,>,10000.0,NM,,,,,,,,,,,,,,Displacement of [3H]LY278584 from 5-HT3 receptor (unknown origin) after 1.5 hrs by microbeta scintillation counting method,,Structure-Based Discovery of Novel and Selective 5-Hydroxytryptamine 2B Receptor Antagonists for the Treatment of Irritable Bowel Syndrome.,J. Med. Chem.,2016.0,59.0,2.0,"Zhou Y, Ma J, Lin X, Huang XP, Wu K, Huang N.",,1557239.0,DTCT0023221,99389,DTCC00078113,1837319,66255
962,CHEMBL3775436,P46098,,,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,26988801.0,INHIBITION,=,29.4,%,,,,,,,,,,,,,,Displacement of [3H]BRL43694 from human recombinant 5-HT3 receptor expressed in CHO cells at 10'-5 M,,"Design, physico-chemical properties and biological evaluation of some new N-[(phenoxy)alkyl]- and N-{2-[2-(phenoxy)ethoxy]ethyl}aminoalkanols as anticonvulsant agents.",Bioorg. Med. Chem.,2016.0,24.0,8.0,"Waszkielewicz AM, Gunia-Krzyzak A, Powroznik B, Soczynska K, Pekala E, Walczak M, Bednarski M, Zesawska E, Nitek W, Marona H.",,1559533.0,DTCT0023221,118987,DTCC00081018,517082,66408
963,CHEMBL3775769,P46098,,,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,26988801.0,INHIBITION,=,12.3,%,,,,,,,,,,,,,,Displacement of [3H]BRL43694 from human recombinant 5-HT3 receptor expressed in CHO cells at 10'-5 M,,"Design, physico-chemical properties and biological evaluation of some new N-[(phenoxy)alkyl]- and N-{2-[2-(phenoxy)ethoxy]ethyl}aminoalkanols as anticonvulsant agents.",Bioorg. Med. Chem.,2016.0,24.0,8.0,"Waszkielewicz AM, Gunia-Krzyzak A, Powroznik B, Soczynska K, Pekala E, Walczak M, Bednarski M, Zesawska E, Nitek W, Marona H.",,1559533.0,DTCT0023221,119852,DTCC00081020,774921,66408
964,CHEMBL378349,P46098,,AFLJKKMTBWNZFE-AWEZNQCLSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,21919481.0,IC50,=,188.0,NM,,,,,,,,,,,,,,Inhibition of 5HT3 receptor,,Discovery and development of a7 nicotinic acetylcholine receptor modulators.,J. Med. Chem.,2011.0,54.0,23.0,"Mazurov AA, Speake JD, Yohannes D",,851149.0,DTCT0023221,11361460,DTCC00427657,835012,50968
965,CHEMBL378349,P46098,,AFLJKKMTBWNZFE-AWEZNQCLSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,21919481.0,KI,=,174.0,NM,,,,,,,,,,,,,,Binding affinity to 5HT3 receptor,,Discovery and development of a7 nicotinic acetylcholine receptor modulators.,J. Med. Chem.,2011.0,54.0,23.0,"Mazurov AA, Speake JD, Yohannes D",,851152.0,DTCT0023221,11361459,DTCC00427657,835012,50968
