"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL398996";"";"0";"557.67";"1";"2.97";"37f";"CS(=O)(=O)c1ccc(C(=O)N2CCN(c3ccc(OC4CCN(C5CCC5)CC4)cc3)C(=O)C2)cc1.O=CO";"Ki";"'<'";"2511.89";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL903093";"Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138361";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308072";""
"CHEMBL535631";"";"0";"475.99";"0";"3.57";"36d";"CC(C)N1CCC(Oc2ccc(N3CCN(C(=O)c4ccc(F)cc4)CC3=O)cc2)CC1.Cl";"Ki";"'<'";"2511.89";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL903093";"Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138361";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308072";""
"CHEMBL240141";"";"0";"478.55";"0";"2.91";"20e";"N#Cc1ccc(C(=O)N2CCN(c3ccc(OCCCN4CCCC4)cc3)C(=O)C2)cc1.O=CO";"Ki";"'<'";"2511.89";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL903093";"Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138361";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3308072";""
"CHEMBL2208422";"";"0";"484.41";"0";"3.05";"14";"N#Cc1cccc(S(=O)(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1";"Ki";"'='";"79.43";"nM";"7.10";"";"";"UO_0000065";"14.66";"0.31";"4.05";"6.92";"False";"CHEMBL2215810";"Displacement of [3H]-pyrilamine from human histamine H1 receptor expressed in recombinant CHOK1 cells after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2202969";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"CHEMBL3307512";""
"CHEMBL213886";"";"0";"275.78";"0";"3.35";"11a";"Clc1ccc(CNCC[C@@H]2C[C@H]2c2c[nH]cn2)cc1";"IC50";"'='";"6800.0";"nM";"5.17";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL854652";"Antagonist activity at human H1 receptor expressed in 293-EBNA cells assessed as inhibition of histamine agonist activity by luciferase reporter gene assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"EBNA";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146915";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None";""
"CHEMBL4456972";"";"0";"257.31";"0";"3.30";"4f";"CC1CCCc2c(-c3ccc(F)cc3)nc(N)nc21";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4394806";"Agonist activity at H1R (unknown origin) expressed in HEK293 cells harboring luc2P/NFAT-RE plasmid at 10 uM after 6 to 8 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393678";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";""
"CHEMBL4469024";"";"0";"338.88";"0";"4.75";"23; VUF16144";"CCN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1";"Activity_index";"'='";"1.2";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4367548";"Kinetic rate index, ratio of compound effect for displacement of [3H]levocetirizine from N-terminal HA-tagged H1R (unknown origin) expressed in HEK293T cells at Ki measured after 6 hrs to compound effect for displacement of [3H]levocetirizine from N-terminal HA-tagged H1R (unknown origin) expressed in HEK293T cells at Ki measured after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4364298";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL1172";"DESLORATADINE";"4";"310.83";"0";"4.02";"2";"Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL4367544";"Displacement of [3H]mepyramine from N-terminal HA-tagged H1R (unknown origin) expressed in HEK293T cells measured after 80 mins by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4364298";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL423316";"";"0";"401.94";"1";"5.33";"7; VUF15712";"Clc1ccc2c(c1)CCc1cccnc1C2=C1CCN(Cc2ccncc2)CC1";"Activity_index";"'='";"3.8";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4367548";"Kinetic rate index, ratio of compound effect for displacement of [3H]levocetirizine from N-terminal HA-tagged H1R (unknown origin) expressed in HEK293T cells at Ki measured after 6 hrs to compound effect for displacement of [3H]levocetirizine from N-terminal HA-tagged H1R (unknown origin) expressed in HEK293T cells at Ki measured after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4364298";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL402015";"";"0";"563.53";"2";"5.74";"68";"Cc1ccc2c(-c3nnc(SCCN4CCc5cc6nc(C)oc6c(Br)c5CC4)n3C)cccc2n1";"Ki";"'>'";"1584.89";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL948182";"Antagonist activity at histamine H1 receptor by FLIPR assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142271";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL196169";"";"0";"427.52";"0";"2.94";"6b";"COc1ccc(NC(=O)N2CCN(c3ccccc3F)CC2)cc1N1CCN(C)CC1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL884727";"Affinity towards cloned Histamine H1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143467";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
"CHEMBL1767138";"";"0";"349.43";"0";"2.79";"10c";"CN1CCC[C@@H]1Cn1nc(Cc2ccc(O)cc2)c2ccccc2c1=O";"Ki";"'='";"0.1585";"nM";"9.80";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1769655";"Antagonist activity at human recombinant histamine H1 receptor expressed in intact CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1764974";"1";"Scientific Literature";"J. Med. Chem.";"2011";"CHEMBL3308072";""
"CHEMBL2208422";"";"0";"484.41";"0";"3.05";"14";"N#Cc1cccc(S(=O)(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1";"Inhibition";"'>'";"70.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2215811";"Displacement of [3H]-pyrilamine from human histamine H1 receptor expressed in recombinant CHOK1 cells at 1 uM after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2202969";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"CHEMBL3307512";""
"CHEMBL2208421";"";"0";"442.41";"0";"5.00";"13";"COc1cccc(SC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1";"Inhibition";"'>'";"70.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2215811";"Displacement of [3H]-pyrilamine from human histamine H1 receptor expressed in recombinant CHOK1 cells at 1 uM after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2202969";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"CHEMBL3307512";""
"CHEMBL294199";"CAPSAICIN";"4";"305.42";"0";"3.79";"CAPSAICIN";"COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909156";"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";""
"CHEMBL15511";"ENROFLOXACIN";"0";"359.40";"0";"2.32";"ENROFLOXACIN";"CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909156";"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";""
"CHEMBL403804";"";"0";"468.65";"0";"4.53";"34";"CCc1nc2ccc3c(c2s1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3";"Ki";"'<'";"2511.89";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL931103";"Antagonist activity at histamine H1 receptor by FLIPR assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143157";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL2208429";"";"0";"463.37";"0";"3.50";"22";"O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1n[nH]c2ccccc12";"Inhibition";"'>'";"70.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2215811";"Displacement of [3H]-pyrilamine from human histamine H1 receptor expressed in recombinant CHOK1 cells at 1 uM after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2202969";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"CHEMBL3307512";""
"CHEMBL250403";"";"0";"221.30";"0";"2.18";"26";"CCCN1CCO[C@H](c2cccc(O)c2)C1";"Ki";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL943016";"Binding affinity to human histamine H1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140586";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL2208428";"";"0";"501.43";"1";"3.03";"21";"CS(=O)(=O)c1ccccc1C(=O)NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1";"Inhibition";"'>'";"70.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2215811";"Displacement of [3H]-pyrilamine from human histamine H1 receptor expressed in recombinant CHOK1 cells at 1 uM after 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2202969";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"CHEMBL3307512";""
"CHEMBL2030625";"";"0";"193.33";"0";"3.19";"16";"C1CCC(CN2C3CCC2CC3)CC1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2033912";"Inhibition of H1 receptor at 10 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029272";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL61";"PODOFILOX";"4";"414.41";"0";"2.41";"PODOPHYLLOTOXIN";"COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909156";"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";""
"CHEMBL61";"PODOFILOX";"4";"414.41";"0";"2.41";"PODOPHYLLOTOXIN";"COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909156";"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";""
"CHEMBL1727";"CEPHALEXIN";"4";"347.40";"0";"0.44";"CEPHALEXIN";"CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909156";"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";""
"CHEMBL500";"PINDOLOL";"4";"248.33";"0";"1.91";"PINDOLOL";"CC(C)NCC(O)COc1cccc2[nH]ccc12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909156";"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";""
"CHEMBL1741";"CLARITHROMYCIN";"4";"747.96";"2";"2.44";"CLA";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909156";"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";""
"CHEMBL253597";"";"0";"347.40";"0";"4.44";"[11C]10";"CC(=O)N(Cc1ccccc1O[11CH3])c1cnccc1Oc1ccccc1";"Activity";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL926097";"Binding affinity to histamine H1 receptor at 10 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140697";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL40";"PHENOBARBITAL";"4";"232.24";"0";"0.70";"PHENOBARBITAL";"CCC1(c2ccccc2)C(=O)NC(=O)NC1=O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909156";"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";""
"CHEMBL121";"ROSIGLITAZONE";"4";"357.44";"0";"2.49";"ROSIGLITAZONE";"CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909156";"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";""
"CHEMBL4586353";"";"0";"388.88";"0";"3.16";"9b";"Cc1nc(N)[nH]c1-c1cn(S(=O)(=O)c2ccccc2)c2ccccc12.Cl";"Activity";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4354027";"Antagonist activity at human recombinant H1 histamine receptor at 10'-5 M relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4351001";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL474449";"";"0";"367.41";"0";"0.68";"9";"N/C(=N\C(=O)CNC(=O)c1cc2ccccc2[nH]1)NCCCc1c[nH]cn1";"Activity";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1015358";"Intrinsic activity at human H1 receptor expressed in insect Sf9 cells co-expressing RGS4 assessed as gamma[32P]GTP binding at 10 uM by liquid scintillation counting relative to histamine";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153419";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3308860";""
"CHEMBL4082646";"";"0";"548.62";"0";"4.78";"33e";"CCCCc1cc(OC2CCN(CCCCNS(=O)(=O)CC(C)C)CC2)c2ncccc2c1.Cl.Cl";"Kd";"'='";"0.8318";"nM";"9.08";"";"";"UO_0000065";"19.09";"0.38";"4.30";"12.69";"False";"CHEMBL4047731";"Antagonist activity at human histamine H1 receptor expressed in CHO cells assessed as inhibition of histamine-induced intracellular calcium mobilization at 100 nM pretreated for 30 mins followed by histamine addition measured for 1 min by Fluo-4-AM dye based FLIPR method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043263";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL4080166";"";"0";"506.54";"0";"3.75";"32";"CCCCc1cc(OC2CCN(CCCNS(=O)(=O)CC)CC2)c2ncccc2c1.Cl.Cl";"Kd";"'='";"1.259";"nM";"8.90";"";"";"UO_0000065";"20.52";"0.41";"5.15";"12.44";"False";"CHEMBL4047731";"Antagonist activity at human histamine H1 receptor expressed in CHO cells assessed as inhibition of histamine-induced intracellular calcium mobilization at 100 nM pretreated for 30 mins followed by histamine addition measured for 1 min by Fluo-4-AM dye based FLIPR method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043263";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL471413";"";"0";"375.48";"0";"3.21";"48";"N=C(NCCCc1c[nH]cn1)NC(=O)CC(c1ccccc1)c1ccccc1";"Kb";"'='";"2980.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL953174";"Activity at human recombinant histamine H1 receptor expressed in Sf9 cells coexpressing RGS4 by steady-state GTPase activity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152279";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3308860";""
"CHEMBL4100677";"";"0";"354.08";"0";"1.35";"50";"O=c1oc2c([N+](=O)[O-])c(O)c(Br)cc2cc1-c1nnn[nH]1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4042618";"Agonist activity at histamine H1 receptor in human A431 cells at 1 uM preincubated for 1 hr followed by histamine addition by DMR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4041526";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4086541";"";"0";"324.47";"0";"3.79";"(S)-28b";"COc1ccc(CN2CCCN(Cc3ccccc3)[C@@H](C)C2)cc1";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4044964";"Displacement of [3H]-Pyrilamine from histamine H1 receptor (unknown origin) at 1 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043136";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL499092";"";"0";"285.35";"0";"1.23";"68";"N=C(NCCCc1c[nH]cn1)NC(=O)Cc1ccccc1";"Kb";"'='";"2800.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL953173";"Antagonist activity at histamine H1 receptor in human U373 MG cells assessed as inhibition of histamine-induced intracellular calcium level preincubated for 15 mins prior to histamine challenge";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U373 MG";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152279";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307474";""
"CHEMBL486962";"";"0";"313.40";"0";"2.01";"70";"N=C(NCCCc1c[nH]cn1)NC(=O)CCCc1ccccc1";"Kb";"'='";"7100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL953173";"Antagonist activity at histamine H1 receptor in human U373 MG cells assessed as inhibition of histamine-induced intracellular calcium level preincubated for 15 mins prior to histamine challenge";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U373 MG";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152279";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307474";""
"CHEMBL513755";"";"0";"418.47";"0";"2.94";"58";"N=C(NCCCc1c[nH]cn1)NC(=O)CC(c1ccc(F)c(F)c1)c1nccs1";"Kb";"'='";"4600.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL953173";"Antagonist activity at histamine H1 receptor in human U373 MG cells assessed as inhibition of histamine-induced intracellular calcium level preincubated for 15 mins prior to histamine challenge";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U373 MG";"None";"";"";"";"CHEMBL231";"Histamine H1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152279";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307474";""
