compound_id,standard_inchi_key,compound_name,synonym,target_id,target_pref_name,gene_names,wildtype_or_mutant,mutation_info,pubmed_id,standard_type,standard_relation,standard_value,standard_units,activity_comment,ep_action_mode,assay_format,assaytype,assay_subtype,inhibitor_type,detection_tech,assay_cell_line,compound_concentration_value,compound_concentration_value_unit,substrate_type,substrate_relation,substrate_value,substrate_units,assay_description,title,journal,doc_type,annotation_comments
CHEMBL92860,XHLHZPFSBCZVEA-HOFKKMOUSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,15771448.0,KI,=,460,NM,,,,,,,,,,,,,,,Inhibition of [3H]pyrilamine binding to Histamine H1 receptor,Discovery of a new series of centrally active tricyclic isoxazoles combining serotonin (5-HT) reuptake inhibition with alpha2-adrenoceptor blocking activity.,J. Med. Chem.,PUBLICATION,
CHEMBL474448,XHPXJEMBVQVQEF-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19317445.0,ACTIVITY,=,0.42,,,,cell_based,,,,,,,,,,,,Intrinsic activity at human H1 receptor expressed in insect Sf9 cells co-expressing RGS4 assessed as gamma[32P]GTP binding at 10 uM by liquid scintillation counting relative to histamine,N(G)-acylated imidazolylpropylguanidines as potent histamine H4 receptor agonists: selectivity by variation of the N(G)-substituent.,J. Med. Chem.,PUBLICATION,
CHEMBL474448,XHPXJEMBVQVQEF-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19317445.0,EC50,=,1698.24,NM,,,cell_based,,,,,,,,,,,,Agonist activity at human H1 receptor expressed in insect Sf9 cells co-expressing RGS4 assessed as gamma[32P]GTP binding by liquid scintillation counting,N(G)-acylated imidazolylpropylguanidines as potent histamine H4 receptor agonists: selectivity by variation of the N(G)-substituent.,J. Med. Chem.,PUBLICATION,
CHEMBL242602,XHYYPLOOWDKARF-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,17867665.0,PKB,<,5.6,,,,cell_based,,,,,CHO,,,,,,,Binding affinity to human histamine H1 receptor expressed in CHO cells by FLIPR assay,"1,2,4-triazol-3-yl-thiopropyl-tetrahydrobenzazepines: a series of potent and selective dopamine D(3) receptor antagonists.",J. Med. Chem.,PUBLICATION,
CHEMBL62726,XIDMFZPTPXURCO-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12113835.0,KI,=,74.13,NM,,,,,,,,,,,,,,,Binding affinity for the human Histamine H1 Receptor,Structure-activity relationships of non-imidazole H(3) receptor ligands. Part 1.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2387319,XIGBTIXFXCZLOP-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23591110.0,INHIBITION,<,40,%,,,,,,,,,,,,,,,Antagonist activity at human histamine H1 receptor assessed as inhibition of calcium mobilization at 10 uM by FLIPR assay relative to control,Discovery of aryl ureas and aryl amides as potent and selective histamine H3 receptor antagonists for the treatment of obesity (part I).,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1231,XIQVNETUBQGFHX-UHFFFAOYSA-N,OXYBUTYNIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1231,XIQVNETUBQGFHX-UHFFFAOYSA-N,OXYBUTYNIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL3357024,XIUQXOBEGLVYPC-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,25318072.0,KI,=,1955,NM,,,cell_based,,,,,,,,,,,,Displacement of [3H]mepyramine from human histamine H1 receptor expressed in Sf9 cells by scintillation counting method,Loratadine and Analogues: Discovery and Preliminary Structure-Activity Relationship of Inhibitors of the Amino Acid Transporter B(0)AT2.,J. Med. Chem.,PUBLICATION,
CHEMBL576781,XIVUGRBSBIXXJE-UHFFFAOYSA-N,UNC0224,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19891491.0,INHIBITION,=,31,%,,,,,,,,,,,,,,,Inhibition of histamine H1 receptor at 1 uM,"Discovery of a 2,4-diamino-7-aminoalkoxyquinazoline as a potent and selective inhibitor of histone lysine methyltransferase G9a.",J. Med. Chem.,PUBLICATION,
CHEMBL1909070,XJGBDJOMWKAZJS-UHFFFAOYSA-N,NAFENOPIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1909070,XJGBDJOMWKAZJS-UHFFFAOYSA-N,NAFENOPIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL831,XJGVXQDUIWGIRW-UHFFFAOYSA-N,LOXAPINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,2904784.0,KI,=,5,NM,,,,,,,,,,,,,,,,,,,
CHEMBL831,XJGVXQDUIWGIRW-UHFFFAOYSA-N,LOXAPINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,6149136.0,KI,=,4.9,NM,,,,,,,,,,,,,,,,,,,
CHEMBL831,XJGVXQDUIWGIRW-UHFFFAOYSA-N,LOXAPINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12629531.0,KI,=,7,NM,,,,,,,,,,,,,,,,,,,
CHEMBL1077737,XJHMPWJJUJEWNO-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19791743.0,PEC50,,,,Not Determined,,cell_based,,,,,,,,,,,,Agonist activity at human histamine H1 receptor expressed in Sf9 cells coexpressing RGS4 by steady-state GTPase assay,Synthesis and structure-activity relationships of cyanoguanidine-type and structurally related histamine H4 receptor agonists.,J. Med. Chem.,PUBLICATION,
CHEMBL1077737,XJHMPWJJUJEWNO-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19791743.0,PKB,,,,Not Determined,,cell_based,,,,,,,,,,,,Antagonist activity at human histamine H1 receptor expressed in Sf9 cells coexpressing RGS4 by steady-state GTPase assay,Synthesis and structure-activity relationships of cyanoguanidine-type and structurally related histamine H4 receptor agonists.,J. Med. Chem.,PUBLICATION,
CHEMBL439065,XJLKTBWZJKVXJX-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18248991.0,KI,>,3981.07,NM,,,,,,,,,,,,,,,Antagonist activity at histamine H1 receptor by FLIPR assay,New fused benzazepine as selective D3 receptor antagonists. Synthesis and biological evaluation. Part one: [h]-fused tricyclic systems.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3104093,XKGPHJMKJBEURD-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,24365159.0,KI,>,10000,NM,,,,,,,,,,,,,,,Displacement of [3H]Pyrilamine from histamine H1 receptor (unknown origin),"The synthesis and comparative receptor binding affinities of novel, isomeric pyridoindolobenzazepine scaffolds.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL425994,XKJWHIKEQTVYTN-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,17498953.0,ACTIVITY,=,-2.5,%,,,,,,,,,,,,,,,Displacement of [3H]pyrilamine from human histamine H1 receptor at 10 uM,A new class of histamine H3 receptor antagonists derived from ligand based design.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL313703,XKZZKFWMYWZWDI-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,11755364.0,IC50,>,1000,NM,,,cell_based,,,,,CHO,,,,,,,Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand,"Synthesis and structure-activity relationship of 2-(aminoalkyl)-2,3,3a,8-tetrahydrodibenzo[c,f]isoxazolo[2,3-a]azepine derivatives: a novel series of 5-HT(2A/2C) receptor antagonists. Part 1.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL295698,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,KETOCONAZOLE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL295698,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,KETOCONAZOLE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL64408,XMLVVFKBGQDKNU-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12113835.0,KI,=,1071.52,NM,,,,,,,,,,,,,,,Binding affinity for the human Histamine H1 Receptor,Structure-activity relationships of non-imidazole H(3) receptor ligands. Part 1.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL96441,XMRHEUULHFVWJE-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,=,5.71,NM,,,,,,,,,,,,,,,Antagonistic activity against histamine H1 receptor,,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1321154,XMVJITFPVVRMHC-UHFFFAOYSA-N,ROXARSONE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1321154,XMVJITFPVVRMHC-UHFFFAOYSA-N,ROXARSONE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL14376,XMXHEBAFVSFQEX-UHFFFAOYSA-N,ILOPERIDONE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,11132243.0,KI,=,12.3,NM,,,,,,,,,,,,,,,,,,,
CHEMBL991,XNKLLVCARDGLGL-JGVFFNPUSA-N,STAVUDINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL991,XNKLLVCARDGLGL-JGVFFNPUSA-N,STAVUDINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1277585,XNPQDIOALLTRKK-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20942472.0,KI,=,25.12,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity against human histamine H1 receptor expressed in CHO cells by FLIPR assay,Novel spirotetracyclic zwitterionic dual H(1)/5-HT(2A) receptor antagonists for the treatment of sleep disorders.,J. Med. Chem.,PUBLICATION,
CHEMBL3220642,XNTDAAJNOPKYFY-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,INTRINSIC ACTIVITY,=,-0.03,,,,cell_based,,,,,,,,,,,,Intrinsic activity at human recombinant histamine H1 receptor expressed in Sf9 cells coexpressing RGS4 preincubated for 2 mins before [gamma32P]GTP addition measured after 20 mins by steady-state GTPase activity assay relative to histamine,,MedChemComm,PUBLICATION,
CHEMBL3220642,XNTDAAJNOPKYFY-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,PKB,<,5.3,,,,cell_based,,,,,,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in Sf9 cells coexpressing RGS4 assessed as inhibition of histamine-induced [gamma33P]GTP hydrolysis preincubated for 2 mins before [gamma32P]GTP addition measured after 20 mins by steady-state GTPase activity assay,,MedChemComm,PUBLICATION,
CHEMBL1222764,XNVKJWRHFRDBHD-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20674357.0,KI,=,125.89,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells by FLPR assay,Novel imidazobenzazepine derivatives as dual H1/5-HT2A antagonists for the treatment of sleep disorders.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL635,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,PREDNISONE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL635,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,PREDNISONE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL975,XOGTZOOQQBDUSI-UHFFFAOYSA-M,MESNA,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL975,XOGTZOOQQBDUSI-UHFFFAOYSA-M,MESNA,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL2031470,XOHLGPHQMURXNY-OAHLLOKOSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,22617490.0,INHIBITION,<,40,%,,,,,,,,,,,,,,,Binding affinity to human histamine H1 receptor at 10 uM by radioligand binding assay,"Synthesis of constrained benzocinnolinone analogues of CEP-26401 (irdabisant) as potent, selective histamine H(3) receptor inverse agonists.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1210375,XOKQXPCDCRWFMF-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20580234.0,INHIBITION,=,54,%,,,,,,,,,,,,,,,Inhibition of human histamine H1 receptor ar 3 uM,Piperidinyl-nicotinamides as potent and selective somatostatin receptor subtype 5 antagonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL243901,XOPUTZJGNOKLDY-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,17867665.0,PKB,=,7.7,,,,cell_based,,,,,CHO,,,,,,,Binding affinity to human histamine H1 receptor expressed in CHO cells by FLIPR assay,"1,2,4-triazol-3-yl-thiopropyl-tetrahydrobenzazepines: a series of potent and selective dopamine D(3) receptor antagonists.",J. Med. Chem.,PUBLICATION,
CHEMBL838,XPCFTKFZXHTYIP-PMACEKPBSA-N,BENAZEPRIL,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL838,XPCFTKFZXHTYIP-PMACEKPBSA-N,BENAZEPRIL,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL472272,XPEMILVWHHWGBE-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18950149.0,KB,=,4900,NM,,,cell_based,,,,,U373 MG,,,,,,,Antagonist activity at histamine H1 receptor in human U373 MG cells assessed as inhibition of histamine-induced intracellular calcium level preincubated for 15 mins prior to histamine challenge,"Acylguanidines as bioisosteres of guanidines: NG-acylated imidazolylpropylguanidines, a new class of histamine H2 receptor agonists.",J. Med. Chem.,PUBLICATION,
CHEMBL918,XPFRXWCVYUEORT-UHFFFAOYSA-N,PHENACEMIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL918,XPFRXWCVYUEORT-UHFFFAOYSA-N,PHENACEMIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL2387287,XPNGRYZHYABEFS-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23591110.0,INHIBITION,<,40,%,,,,,,,,,,,,,,,Antagonist activity at human histamine H1 receptor assessed as inhibition of calcium mobilization at 10 uM by FLIPR assay relative to control,Discovery of aryl ureas and aryl amides as potent and selective histamine H3 receptor antagonists for the treatment of obesity (part I).,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL32813,XPQIPUZPSLAZDV-UHFFFAOYSA-N,2-(2-AMINOETHYL)PYRIDINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,14667234.0,ALPHA,=,1.11,,,,,,,,,,,,,,,,Intrinsic activity was determined,Synthesis and pharmacological identification of neutral histamine H1-receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL32813,XPQIPUZPSLAZDV-UHFFFAOYSA-N,2-(2-AMINOETHYL)PYRIDINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,14667234.0,IC50,=,1258.93,NM,,,,,,,,,,,,,,,Inhibitory activity against human Histamine H1 receptor,Synthesis and pharmacological identification of neutral histamine H1-receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL32813,XPQIPUZPSLAZDV-UHFFFAOYSA-N,2-(2-AMINOETHYL)PYRIDINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,14667234.0,KI,=,6309573444801.94,NM,,,,,,,,,,,,,,,Inhibitory activity against human Histamine H1 receptor,Synthesis and pharmacological identification of neutral histamine H1-receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL562638,XPYYQHFSTUXSTG-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19362477.0,IC50,>,1000,NM,,,,,,,,,,,,,,,Inhibition of histamine H1 receptor,Synthesis and structure-activity relationships of phenothiazine carboxylic acids having pyrimidine-dione as novel histamine H(1) antagonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL605405,XQDRWCFJBHLWPR-RAXLEYEMSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19945877.0,IC50,=,70,NM,,,cell_based,,,,,SK-N-SH,,,,,,,Antagonist activity at histamine H1 receptor in human SK-N-SH cells assessed as histamine-induced maximum intracellular calcium spike at phase 1 treated 10 to 15 seconds before histamine challenge,"Synthesis and biological activity of 5-styryl and 5-phenethyl-substituted 2,3,4,5-tetrahydro-1H-pyrido[4,3-b]indoles.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL605405,XQDRWCFJBHLWPR-RAXLEYEMSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19945877.0,IC50,=,154,NM,,,cell_based,,,,,SK-N-SH,,,,,,,Antagonist activity at histamine H1 receptor in human SK-N-SH cells assessed as reduction of histamine-induced intracellular calcium spike at phase 2 treated 20 to 30 seconds after histamine challenge,"Synthesis and biological activity of 5-styryl and 5-phenethyl-substituted 2,3,4,5-tetrahydro-1H-pyrido[4,3-b]indoles.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL788,XQFRJNBWHJMXHO-RRKCRQDMSA-N,IDOXURIDINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL788,XQFRJNBWHJMXHO-RRKCRQDMSA-N,IDOXURIDINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1210207,XQGOSGUJZCQEOJ-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20580234.0,INHIBITION,=,5.9,%,,,,,,,,,,,,,,,Inhibition of human histamine H1 receptor ar 3 uM,Piperidinyl-nicotinamides as potent and selective somatostatin receptor subtype 5 antagonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL269959,XQYFTHHWGHOOSS-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18248991.0,KI,>,1995.26,NM,,,,,,,,,,,,,,,Antagonist activity at histamine H1 receptor by FLIPR assay,New fused benzazepine as selective D3 receptor antagonists. Synthesis and biological evaluation. Part one: [h]-fused tricyclic systems.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL19224,XQYZDYMELSJDRZ-UHFFFAOYSA-N,PAPAVERINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL19224,XQYZDYMELSJDRZ-UHFFFAOYSA-N,PAPAVERINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL712,XRCFXMGQEVUZFC-UHFFFAOYSA-N,ANISINDIONE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL712,XRCFXMGQEVUZFC-UHFFFAOYSA-N,ANISINDIONE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL2179222,XRDVQWJPAZZLKN-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23006002.0,KI,=,586,NM,,,,,,,,,,,,,,,Binding affinity to histamine H1 receptor,"Design, Synthesis, and Pharmacological Evaluation of Piperidin-4-yl amino aryl sulfonamides: Novel, Potent, Selective, Orally Active, and Brain Penetrant 5-HT(6) Receptor Antagonists.",J. Med. Chem.,PUBLICATION,
CHEMBL1463,XRECTZIEBJDKEO-UHFFFAOYSA-N,FLUCYTOSINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1463,XRECTZIEBJDKEO-UHFFFAOYSA-N,FLUCYTOSINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL61792,XRPRRDYTGFENHV-OAQYLSRUSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12113836.0,KI,=,95499.26,NM,,,,,,,,,,,,,,,Binding affinity towards Histamine H1 receptor of human membranes.,Structure-activity relationships of non-imidazole H(3) receptor ligands. Part 2: binding preference for D-amino acids motifs.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL303313,XRYLGRGAWQSVQW-KRWDZBQOSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20857909.0,KI,=,15,NM,,,cell_based,,,,,CHO,,,,,,,Displacement of [3H]prozosin from human cloned histamine H1 receptor expressed in CHO cells,Exploring the neuroleptic substituent in Octoclothepin: potential ligands for positron emission tomography with subnanomolar affinity for a(1)-adrenoceptors.,J. Med. Chem.,PUBLICATION,
