Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
CHEMBL3673245,P46098,,YLPZXKURYOEIQJ-OAHLLOKOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,32,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format. Test compounds were dissolved to 10 mM in 100% DMSO, then serially diluted at 10x assay concentrations in 100% DMSO in 96-well polypropylene plates and further diluted to 4x assay concentrations with the assay buffer. Samples were incubated in 50 mM Tris-HCl, pH 7.5, 3 mM MgCl2, 1 mM EDTA and 10% DMSO with 10 nM [9-methyl-3H]BRL-43694 (Perkin Elmer), 3 ug of human 5-HT3 receptor membranes (Perkin Elmer) and 0.5 mg/mL SPA beads (WGA PVT, Amersham Biosciences) in a final volume of 0.2 mL. Binding reactions were set up in wells of PicoPlates-96 (Perkin Elmer) by adding consecutively 50 uL of each competing compound or buffer, SPA beads, the radioligand and 5-HT3 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2015,,,,,1528463,DTCT0023221,14678625,DTCC01705854,463250,65052
CHEMBL3673246,P46098,,LGLCKEXISVFUDS-MRXNPFEDSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,130,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format. Test compounds were dissolved to 10 mM in 100% DMSO, then serially diluted at 10x assay concentrations in 100% DMSO in 96-well polypropylene plates and further diluted to 4x assay concentrations with the assay buffer. Samples were incubated in 50 mM Tris-HCl, pH 7.5, 3 mM MgCl2, 1 mM EDTA and 10% DMSO with 10 nM [9-methyl-3H]BRL-43694 (Perkin Elmer), 3 ug of human 5-HT3 receptor membranes (Perkin Elmer) and 0.5 mg/mL SPA beads (WGA PVT, Amersham Biosciences) in a final volume of 0.2 mL. Binding reactions were set up in wells of PicoPlates-96 (Perkin Elmer) by adding consecutively 50 uL of each competing compound or buffer, SPA beads, the radioligand and 5-HT3 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2015,,,,,1528463,DTCT0023221,14678626,DTCC01705855,139122,65052
CHEMBL3673247,P46098,,NRGNXBSNUWZEIJ-HXUWFJFHSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,406,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format. Test compounds were dissolved to 10 mM in 100% DMSO, then serially diluted at 10x assay concentrations in 100% DMSO in 96-well polypropylene plates and further diluted to 4x assay concentrations with the assay buffer. Samples were incubated in 50 mM Tris-HCl, pH 7.5, 3 mM MgCl2, 1 mM EDTA and 10% DMSO with 10 nM [9-methyl-3H]BRL-43694 (Perkin Elmer), 3 ug of human 5-HT3 receptor membranes (Perkin Elmer) and 0.5 mg/mL SPA beads (WGA PVT, Amersham Biosciences) in a final volume of 0.2 mL. Binding reactions were set up in wells of PicoPlates-96 (Perkin Elmer) by adding consecutively 50 uL of each competing compound or buffer, SPA beads, the radioligand and 5-HT3 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2015,,,,,1528463,DTCT0023221,14678627,DTCC01705856,1912946,65052
CHEMBL3673248,P46098,,KACRUIFNMDGLQB-HXUWFJFHSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,206,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format. Test compounds were dissolved to 10 mM in 100% DMSO, then serially diluted at 10x assay concentrations in 100% DMSO in 96-well polypropylene plates and further diluted to 4x assay concentrations with the assay buffer. Samples were incubated in 50 mM Tris-HCl, pH 7.5, 3 mM MgCl2, 1 mM EDTA and 10% DMSO with 10 nM [9-methyl-3H]BRL-43694 (Perkin Elmer), 3 ug of human 5-HT3 receptor membranes (Perkin Elmer) and 0.5 mg/mL SPA beads (WGA PVT, Amersham Biosciences) in a final volume of 0.2 mL. Binding reactions were set up in wells of PicoPlates-96 (Perkin Elmer) by adding consecutively 50 uL of each competing compound or buffer, SPA beads, the radioligand and 5-HT3 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2015,,,,,1528463,DTCT0023221,14678628,DTCC01705857,235813,65052
CHEMBL3673249,P46098,,HFEFUMDVHZMGPE-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,8,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format. Test compounds were dissolved to 10 mM in 100% DMSO, then serially diluted at 10x assay concentrations in 100% DMSO in 96-well polypropylene plates and further diluted to 4x assay concentrations with the assay buffer. Samples were incubated in 50 mM Tris-HCl, pH 7.5, 3 mM MgCl2, 1 mM EDTA and 10% DMSO with 10 nM [9-methyl-3H]BRL-43694 (Perkin Elmer), 3 ug of human 5-HT3 receptor membranes (Perkin Elmer) and 0.5 mg/mL SPA beads (WGA PVT, Amersham Biosciences) in a final volume of 0.2 mL. Binding reactions were set up in wells of PicoPlates-96 (Perkin Elmer) by adding consecutively 50 uL of each competing compound or buffer, SPA beads, the radioligand and 5-HT3 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2015,,,,,1528463,DTCT0023221,14678631,DTCC01705858,1271554,65052
CHEMBL3673250,P46098,,FKHIPVXDHNZSRM-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,30,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format. Test compounds were dissolved to 10 mM in 100% DMSO, then serially diluted at 10x assay concentrations in 100% DMSO in 96-well polypropylene plates and further diluted to 4x assay concentrations with the assay buffer. Samples were incubated in 50 mM Tris-HCl, pH 7.5, 3 mM MgCl2, 1 mM EDTA and 10% DMSO with 10 nM [9-methyl-3H]BRL-43694 (Perkin Elmer), 3 ug of human 5-HT3 receptor membranes (Perkin Elmer) and 0.5 mg/mL SPA beads (WGA PVT, Amersham Biosciences) in a final volume of 0.2 mL. Binding reactions were set up in wells of PicoPlates-96 (Perkin Elmer) by adding consecutively 50 uL of each competing compound or buffer, SPA beads, the radioligand and 5-HT3 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2015,,,,,1528463,DTCT0023221,14678632,DTCC01705859,657624,65052
CHEMBL3673251,P46098,,DUFOURYPCWYIEE-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,2,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format. Test compounds were dissolved to 10 mM in 100% DMSO, then serially diluted at 10x assay concentrations in 100% DMSO in 96-well polypropylene plates and further diluted to 4x assay concentrations with the assay buffer. Samples were incubated in 50 mM Tris-HCl, pH 7.5, 3 mM MgCl2, 1 mM EDTA and 10% DMSO with 10 nM [9-methyl-3H]BRL-43694 (Perkin Elmer), 3 ug of human 5-HT3 receptor membranes (Perkin Elmer) and 0.5 mg/mL SPA beads (WGA PVT, Amersham Biosciences) in a final volume of 0.2 mL. Binding reactions were set up in wells of PicoPlates-96 (Perkin Elmer) by adding consecutively 50 uL of each competing compound or buffer, SPA beads, the radioligand and 5-HT3 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2015,,,,,1528463,DTCT0023221,14678633,DTCC01705860,1238778,65052
CHEMBL3673252,P46098,,FQYWZZQVOSFYHI-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,24,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format. Test compounds were dissolved to 10 mM in 100% DMSO, then serially diluted at 10x assay concentrations in 100% DMSO in 96-well polypropylene plates and further diluted to 4x assay concentrations with the assay buffer. Samples were incubated in 50 mM Tris-HCl, pH 7.5, 3 mM MgCl2, 1 mM EDTA and 10% DMSO with 10 nM [9-methyl-3H]BRL-43694 (Perkin Elmer), 3 ug of human 5-HT3 receptor membranes (Perkin Elmer) and 0.5 mg/mL SPA beads (WGA PVT, Amersham Biosciences) in a final volume of 0.2 mL. Binding reactions were set up in wells of PicoPlates-96 (Perkin Elmer) by adding consecutively 50 uL of each competing compound or buffer, SPA beads, the radioligand and 5-HT3 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2015,,,,,1528463,DTCT0023221,14678635,DTCC01705861,1498537,65052
CHEMBL3673252,P46098,,FQYWZZQVOSFYHI-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,217,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format. Test compounds were dissolved to 10 mM in 100% DMSO, then serially diluted at 10x assay concentrations in 100% DMSO in 96-well polypropylene plates and further diluted to 4x assay concentrations with the assay buffer. Samples were incubated in 50 mM Tris-HCl, pH 7.5, 3 mM MgCl2, 1 mM EDTA and 10% DMSO with 10 nM [9-methyl-3H]BRL-43694 (Perkin Elmer), 3 ug of human 5-HT3 receptor membranes (Perkin Elmer) and 0.5 mg/mL SPA beads (WGA PVT, Amersham Biosciences) in a final volume of 0.2 mL. Binding reactions were set up in wells of PicoPlates-96 (Perkin Elmer) by adding consecutively 50 uL of each competing compound or buffer, SPA beads, the radioligand and 5-HT3 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2015,,,,,1528463,DTCT0023221,14678634,DTCC01705861,1498537,65052
CHEMBL3673253,P46098,,MUFQWBWNQHXWKT-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,73,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format. Test compounds were dissolved to 10 mM in 100% DMSO, then serially diluted at 10x assay concentrations in 100% DMSO in 96-well polypropylene plates and further diluted to 4x assay concentrations with the assay buffer. Samples were incubated in 50 mM Tris-HCl, pH 7.5, 3 mM MgCl2, 1 mM EDTA and 10% DMSO with 10 nM [9-methyl-3H]BRL-43694 (Perkin Elmer), 3 ug of human 5-HT3 receptor membranes (Perkin Elmer) and 0.5 mg/mL SPA beads (WGA PVT, Amersham Biosciences) in a final volume of 0.2 mL. Binding reactions were set up in wells of PicoPlates-96 (Perkin Elmer) by adding consecutively 50 uL of each competing compound or buffer, SPA beads, the radioligand and 5-HT3 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2015,,,,,1528463,DTCT0023221,14678636,DTCC01705862,268430,65052
CHEMBL3673254,P46098,,TVQVUCVKRZJIOB-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,241,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format. Test compounds were dissolved to 10 mM in 100% DMSO, then serially diluted at 10x assay concentrations in 100% DMSO in 96-well polypropylene plates and further diluted to 4x assay concentrations with the assay buffer. Samples were incubated in 50 mM Tris-HCl, pH 7.5, 3 mM MgCl2, 1 mM EDTA and 10% DMSO with 10 nM [9-methyl-3H]BRL-43694 (Perkin Elmer), 3 ug of human 5-HT3 receptor membranes (Perkin Elmer) and 0.5 mg/mL SPA beads (WGA PVT, Amersham Biosciences) in a final volume of 0.2 mL. Binding reactions were set up in wells of PicoPlates-96 (Perkin Elmer) by adding consecutively 50 uL of each competing compound or buffer, SPA beads, the radioligand and 5-HT3 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2015,,,,,1528463,DTCT0023221,14678638,DTCC01705863,366747,65052
CHEMBL3673254,P46098,,TVQVUCVKRZJIOB-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,579,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format. Test compounds were dissolved to 10 mM in 100% DMSO, then serially diluted at 10x assay concentrations in 100% DMSO in 96-well polypropylene plates and further diluted to 4x assay concentrations with the assay buffer. Samples were incubated in 50 mM Tris-HCl, pH 7.5, 3 mM MgCl2, 1 mM EDTA and 10% DMSO with 10 nM [9-methyl-3H]BRL-43694 (Perkin Elmer), 3 ug of human 5-HT3 receptor membranes (Perkin Elmer) and 0.5 mg/mL SPA beads (WGA PVT, Amersham Biosciences) in a final volume of 0.2 mL. Binding reactions were set up in wells of PicoPlates-96 (Perkin Elmer) by adding consecutively 50 uL of each competing compound or buffer, SPA beads, the radioligand and 5-HT3 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2015,,,,,1528463,DTCT0023221,14678637,DTCC01705863,366747,65052
CHEMBL3679390,P46098,,ZTVHPOWKVOPISB-HNNXBMFYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,2,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635621,DTCC01712061,645857,64307
CHEMBL3679391,P46098,,ATTAPIQZQXPNMZ-AWEZNQCLSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,5,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635625,DTCC01712062,968400,64307
CHEMBL3679392,P46098,,ATTAPIQZQXPNMZ-CQSZACIVSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,5,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635620,DTCC01712063,774425,64307
CHEMBL3679393,P46098,,ZTVHPOWKVOPISB-OAHLLOKOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,1,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635615,DTCC01712064,710068,64307
CHEMBL3679394,P46098,,WTFBVGQGFZBITI-HNNXBMFYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,2,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635622,DTCC01712065,742387,64307
CHEMBL3679395,P46098,,UCBSZTBOXRRYMN-INIZCTEOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,2,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635623,DTCC01712066,872180,64307
CHEMBL3679396,P46098,,UCBSZTBOXRRYMN-MRXNPFEDSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,1,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635617,DTCC01712067,516578,64307
CHEMBL3679397,P46098,,WTASBJPDMWMMEL-KRWDZBQOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,3,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635624,DTCC01712068,710069,64307
CHEMBL3679398,P46098,,WTASBJPDMWMMEL-QGZVFWFLSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,2,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635616,DTCC01712069,420116,64307
CHEMBL3679399,P46098,,HPMOOCNWTGBYIG-GOSISDBHSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,2,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635618,DTCC01712070,223888,64307
CHEMBL3679400,P46098,,NJXILISOPRFRLR-NRFANRHFSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,5,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635626,DTCC01712071,159693,64307
CHEMBL3679401,P46098,,YKQUIJWABGQLEP-FQEVSTJZSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,29,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635627,DTCC01712072,1680207,64307
CHEMBL3679402,P46098,,YKQUIJWABGQLEP-HXUWFJFHSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,7,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635619,DTCC01712073,1966340,64307
CHEMBL3679403,P46098,,LNCMYWGGZAEHIK-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,13,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635614,DTCC01712074,127073,64307
CHEMBL3679404,P46098,,NXSYJBVNYHBHHG-FQEVSTJZSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,68,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635628,DTCC01712075,1804500,64307
CHEMBL3679405,P46098,,GTOVOFHFJNASEM-NRFANRHFSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,57,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635629,DTCC01712076,94858,64307
CHEMBL3679406,P46098,,PBZWPISSKGJWPR-AWEZNQCLSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,1,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635630,DTCC01712077,1130572,64307
CHEMBL3679407,P46098,,BZPUAHCKXAJNIM-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,34,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635631,DTCC01712078,516579,64307
CHEMBL3679408,P46098,,WHLXDRXTKZLGFK-OAHLLOKOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,3,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635638,DTCC01712079,1771944,64307
CHEMBL3679408,P46098,,WHLXDRXTKZLGFK-OAHLLOKOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,4,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635632,DTCC01712079,1771942,64307
CHEMBL3679409,P46098,,USMXSRUHBDFPEM-QGZVFWFLSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,1,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635634,DTCC01712081,1486619,64307
CHEMBL3679410,P46098,,ZAHAKXSHZSSPOF-GOSISDBHSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,2,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635635,DTCC01712082,1771943,64307
CHEMBL3679411,P46098,,MEYSSICNMCKUSB-JOCHJYFZSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,2,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635636,DTCC01712083,1868817,64307
CHEMBL3679412,P46098,,WHLXDRXTKZLGFK-HNNXBMFYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,108,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2013,,,,,1527764,DTCT0023221,14635637,DTCC01712084,1583093,64307
