compound_id,Original_Entry_ID,Entrez_ID,Activity_Flag,PXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,InChI,SMILES,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate
UFZPJSNEEQOZFZ-UHFFFAOYNA-N,CHEMBL1277652,3359,A,7.3,chembl20,684849,9606,HTR3A,2102,"InChI=1/C25H27FN6O/c26-19-7-5-9-21-24(19)25(33)32(27)23(29-21)10-3-4-13-30-14-16-31(17-15-30)22-12-11-18-6-1-2-8-20(18)28-22/h1-2,5-9,11-12H,3-4,10,13-17,27H2",C(N1CCN(C=2N=C3C(=CC2)C=CC=C3)CC1)CCCC4=NC5=CC=CC(=C5C(N4N)=O)F,Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2cccc(F)c2c1=O,7.3,,0.0,0
UGSSYCALUUTVMW-UHFFFAOYNA-N,CHEMBL85,3359,A,6.0,chembl20,1329312,9606,HTR3A,2102,"InChI=1/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h4-6,14,16,18H,2-3,7-13H2,1H3",C1(C(N2CCCC=C2N=C1C)=O)CCN3CCC(C4=NOC=5C4=CC=C(F)C5)CC3,CC1=NC2=CCCCN2C(=O)C1CCN1CCC(c2noc3cc(F)ccc23)CC1,6.0,,0.0,0
UIKMHGOYAXJLIA-GXLPTLJFNA-N,76331535,3359,A,9.0,pubchem,526452,9606,HTR3A,2102,"InChI=1/C24H34N4O3/c1-4-17-14-30-13-15(2)28(17)24-26-22-20(9-6-10-21(22)31-24)23(29)25-16-11-18-7-5-8-19(12-16)27(18)3/h6,9-10,15-19H,4-5,7-8,11-14H2,1-3H3,(H,25,29)/t15-,16?,17-,18-,19+/m0/s1/f/h25H",O1C[C@@H](N([C@H](C1)C)C=2OC=3C(N2)=C(C(=O)NC4C[C@@H]5N([C@H](C4)CCC5)C)C=CC3)CC,CC[C@H]1COC[C@H](C)N1c1nc2c(C(=O)NC3C[C@@H]4CCC[C@H](C3)N4C)cccc2o1,9.0,,0.0,0
UIKMHGOYAXJLIA-PHTQRTLTNA-N,CHEMBL3084770,3359,A,9.0,chembl20,674333,9606,HTR3A,2102,"InChI=1/C24H34N4O3/c1-4-17-14-30-13-15(2)28(17)24-26-22-20(9-6-10-21(22)31-24)23(29)25-16-11-18-7-5-8-19(12-16)27(18)3/h6,9-10,15-19H,4-5,7-8,11-14H2,1-3H3,(H,25,29)/t15-,16-,17-,18-,19+/m0/s1/f/h25H",[C@@H]12C[C@H](NC(C3=C4N=C(OC4=CC=C3)N5[C@H](COC[C@@H]5C)CC)=O)C[C@@H](CCC1)N2C,CC[C@H]1COC[C@H](C)N1c1nc2c(C(=O)N[C@H]3C[C@@H]4CCC[C@H](C3)N4C)cccc2o1,9.0,,0.0,0
UJNJZDZUOJYRAQ-UHFFFAOYNA-N,CHEMBL2204364,3359,A,6.8,chembl20,880265,9606,HTR3A,2102,"InChI=1/C19H24N2S/c1-14-7-8-17(16(3)13-14)22-18-6-4-5-15(2)19(18)21-11-9-20-10-12-21/h4-8,13,20H,9-12H2,1-3H3",N1(CCNCC1)C=2C(=CC=CC2C)SC=3C(=CC(=CC3)C)C,Cc1ccc(Sc2cccc(C)c2N2CCNCC2)c(C)c1,6.8,,0.0,0
UKEGGLXTKHMXEB-UMMLCDPINA-N,CHEMBL519240,3359,A,5.6,chembl20,494189,9606,HTR3A,2102,"InChI=1/C18H25N5O/c19-18-21-16-12(17(22-18)23-9-7-20-8-10-23)5-6-14-15(16)11-3-1-2-4-13(11)24-14/h6,11,13,15,20H,1-5,7-10H2,(H2,19,21,22)/t11-,13+,15?/m1/s1/f/h19H2",N=1C(=NC(=C2CC=C3C(C12)[C@H]4[C@@H](O3)CCCC4)N5CCNCC5)N,Nc1nc2c(c(N3CCNCC3)n1)CC=C1O[C@H]3CCCC[C@H]3C12,5.6,,0.0,0
UKSWCAMXXCYOSR-UHFFFAOYNA-N,CHEMBL1276834,3359,A,7.21,chembl20,684849,9606,HTR3A,2102,"InChI=1/C24H30N6O/c25-30-23(27-21-9-5-7-19(21)24(30)31)10-3-4-13-28-14-16-29(17-15-28)22-12-11-18-6-1-2-8-20(18)26-22/h1-2,6,8,10-12,19H,3-5,7,9,13-17,25H2",N1=C2C(C(=O)N(N)C1=CCCCN3CCN(CC3)C=4N=C5C=CC=CC5=CC4)CCC2,NN1C(=O)C2CCCC2=NC1=CCCCN1CCN(c2ccc3ccccc3n2)CC1,7.21,,0.0,0
URKOMYMAXPYINW-UHFFFAOYNA-N,CHEMBL716,3359,A,6.0,chembl20,1329312,9606,HTR3A,2102,"InChI=1/C21H25N3O2S/c25-14-16-26-15-13-23-9-11-24(12-10-23)21-17-5-1-3-7-19(17)27-20-8-4-2-6-18(20)22-21/h1-8,25H,9-16H2",S1C=2C(C(N3CCN(CC3)CCOCCO)=NC=4C1=CC=CC4)=CC=CC2,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,6.0,,0.0,0
UVEYNCQCHBIENE-XOCYATNVNA-N,CHEMBL472219,3359,A,6.6,chembl20,564428,9606,HTR3A,2102,"InChI=1/C17H21ClN4O/c1-17-4-2-5-22(17)6-3-11(17)9-19-16(23)13-7-12(18)8-14-15(13)21-10-20-14/h7-8,10-11H,2-6,9H2,1H3,(H,19,23)(H,20,21)/t11-,17-/m0/s1/f/h19,21H",C1(=CC(=CC2=C1NC=N2)Cl)C(=O)NC[C@@H]3CCN4CCC[C@]43C,C[C@@]12CCCN1CC[C@H]2CNC(=O)c1cc(Cl)cc2nc[nH]c12,6.6,,0.0,0
UVJAJERURGANAG-UHFFFAOYNA-N,11339853,3359,A,7.33255,pubchem,536968,9606,HTR3A,2102,"InChI=1/C25H32N6O2/c26-31-24(28-22-10-9-19(32)17-20(22)25(31)33)7-3-4-12-29-13-15-30(16-14-29)23-11-8-18-5-1-2-6-21(18)27-23/h1-2,5-8,11,19-20,32H,3-4,9-10,12-17,26H2",OC1CCC2=NC(N(N)C(=O)C2C1)=CCCCN3CCN(CC3)C=4N=C5C(=CC4)C=CC=C5,NN1C(=O)C2CC(O)CCC2=NC1=CCCCN1CCN(c2ccc3ccccc3n2)CC1,7.33255,,0.0,0
UWHBCOHEASCLEA-NFBKTVIUNA-N,69937257,3359,A,8.24413,pubchem,1141224,9606,HTR3A,2102,"InChI=1/C17H20N4O2/c22-16-12-2-1-3-13-15(12)21(17(23)18-13)9-8-20(16)14-10-19-6-4-11(14)5-7-19/h1-3,11,14H,4-10H2,(H,18,23)/t14-/m1/s1/f/h23H",O=C1N([C@H]2C3CCN(C2)CC3)CCN4C=5C1=CC=CC5N=C4O,O=C1c2cccc3nc(O)n(c23)CCN1[C@@H]1CN2CCC1CC2,8.24413,,0.0,0
UWMNAFXETUEZJZ-UHFFFAOYNA-N,71462776,3359,A,5.8814,pubchem,710780,9606,HTR3A,2102,"InChI=1/C22H25IN2O/c1-2-12-25-13-10-16(11-14-25)15-26-22-19-7-4-3-6-17(19)18-8-5-9-20(23)21(18)24-22/h3-9,16H,2,10-15H2,1H3",IC1=C2N=C(OCC3CCN(CC3)CCC)C4=C(C2=CC=C1)C=CC=C4,CCCN1CCC(COc2nc3c(I)cccc3c3ccccc23)CC1,5.8814,,0.0,0
UXCYHZPVNXGIRJ-PKSOQXRJNA-N,CHEMBL582992,79246,A,9.31,chembl20,592418,10116,HTR3A,2102,"InChI=1/C20H22N6/c1-15-4-2-5-17-19(15)26-7-3-6-18(26)20(23-17)25-10-8-24(9-11-25)13-16-12-21-14-22-16/h2-7,12,14H,8-11,13H2,1H3,(H,21,22)/f/h21H",C1=CC=C2N=C(N3CCN(CC3)CC4=CNC=N4)C=5N(C=CC5)C2=C1C,Cc1cccc2nc(N3CCN(Cc4c[nH]cn4)CC3)c3cccn3c12,9.31,,0.0,0
UXDSQRDGBDALMX-UHFFFAOYNA-N,CHEMBL2205052,3359,A,7.07,chembl20,880265,9606,HTR3A,2102,"InChI=1/C18H22N2O2S/c1-21-16-8-7-14(13-17(16)22-2)23-18-6-4-3-5-15(18)20-11-9-19-10-12-20/h3-8,13,19H,9-12H2,1-2H3",N1(CCNCC1)C=2C(=CC=CC2)SC=3C=C(C(=CC3)OC)OC,COc1ccc(Sc2ccccc2N2CCNCC2)cc1OC,7.07,,0.0,0
UXTATQQIFBDWOL-SDRQFZCRNA-N,CHEMBL493183,79246,A,8.14,chembl20,523350,10116,HTR3A,2102,"InChI=1/C17H18FN5O/c18-12-3-4-14-13(10-12)20-17(15-2-1-5-23(14)15)22-8-6-21(7-9-22)11-16(19)24/h1-5,10H,6-9,11H2,(H2,19,24)/f/h19H2",N1=C(C=2N(C=CC2)C=3C=CC(=CC31)F)N4CCN(CC4)CC(N)=O,NC(=O)CN1CCN(c2nc3cc(F)ccc3n3cccc23)CC1,8.14,,0.0,0
UYMMSSRZDUEJKE-AQPLRYFANA-N,CHEMBL1272177,3359,A,7.44,chembl20,674333,9606,HTR3A,2102,"InChI=1/C16H20N4O2/c1-17-16-19-14-11(3-2-4-13(14)22-16)15(21)18-12-9-20-7-5-10(12)6-8-20/h2-4,10,12H,5-9H2,1H3,(H,17,19)(H,18,21)/t12-/m1/s1/f/h17-18H",C1C2[C@@H](CN(C1)CC2)NC(C3=C4C(=CC=C3)OC(=N4)NC)=O,CNc1nc2c(C(=O)N[C@@H]3CN4CCC3CC4)cccc2o1,7.44,,0.0,0
UYPUNICVVJSXHT-MZSATQPUNA-N,CHEMBL599012,3359,A,7.15,chembl20,612614,9606,HTR3A,2102,"InChI=1/C19H26N4O2/c1-22-13-6-4-7-14(22)11-12(10-13)20-19(24)17-15-8-5-9-16(25-3)18(15)23(2)21-17/h5,8-9,12-14H,4,6-7,10-11H2,1-3H3,(H,20,24)/t13-,14-/m0/s1/f/h20H",C=1C=C(C2=C(C1)C(=NN2C)C(NC3C[C@@H]4CCC[C@H](N4C)C3)=O)OC,COc1cccc2c(C(=O)NC3C[C@@H]4CCC[C@@H](C3)N4C)nn(C)c12,7.15,,0.0,0
VBKOTIVQMCTTAQ-VMIOWZCSNA-N,9904281,3359,A,6.764469999999999,pubchem,315628,9606,HTR3A,2102,"InChI=1/C8H7Cl2N3/c9-5-1-2-6-4(7(5)10)3-12-8(11)13-6/h1-2H,3H2,(H3,11,12,13)/f/h13H,11H2",ClC=1C2=C(NC(=NC2)N)C=CC1Cl,NC1=NCc2c(ccc(Cl)c2Cl)N1,6.764469999999999,,0.0,0
VBKOTIVQMCTTAQ-XLPACQNMNA-N,CHEMBL1548,3359,A,6.76,chembl20,463654,9606,HTR3A,2102,"InChI=1/C8H7Cl2N3/c9-5-1-2-6-4(7(5)10)3-12-8(11)13-6/h1-2H,3H2,(H3,11,12,13)/f/h12H,11H2",C1(=CC=C2N=C(NCC2=C1Cl)N)Cl,NC1=Nc2ccc(Cl)c(Cl)c2CN1,6.76,,0.0,0
VCADIWSEVTZZOR-UYBDAZJANA-N,CHEMBL454890,3359,A,8.55,chembl20,864726,9606,HTR3A,2102,"InChI=1/C18H20ClN5O/c1-23-5-7-24(8-6-23)18-21-16-3-2-14(19)10-15(16)17(22-18)20-11-13-4-9-25-12-13/h2-4,9-10,12H,5-8,11H2,1H3,(H,20,21,22)/f/h20H",C1=C(C=C2C(=C1)N=C(N=C2NCC=3C=COC3)N4CCN(CC4)C)Cl,CN1CCN(c2nc(NCc3ccoc3)c3cc(Cl)ccc3n2)CC1,8.55,,0.0,0
VDBKJDOCZOVAPB-FVXCAPTGNA-N,76327887,3359,A,7.72584,pubchem,526452,9606,HTR3A,2102,"InChI=1/C24H27N3O3/c1-27-17-5-3-6-18(27)14-16(13-17)25-23(28)20-7-4-8-21-22(20)26-24(30-21)15-9-11-19(29-2)12-10-15/h4,7-12,16-18H,3,5-6,13-14H2,1-2H3,(H,25,28)/t16?,17-,18+/f/h25H",O=C(NC1C[C@@H]2N([C@H](C1)CCC2)C)C3=C4N=C(OC4=CC=C3)C5=CC=C(OC)C=C5,COc1ccc(-c2nc3c(C(=O)NC4C[C@@H]5CCC[C@H](C4)N5C)cccc3o2)cc1,7.72584,,0.0,0
VDBKJDOCZOVAPB-GSQNISDMNA-N,CHEMBL3084782,3359,A,7.73,chembl20,674333,9606,HTR3A,2102,"InChI=1/C24H27N3O3/c1-27-17-5-3-6-18(27)14-16(13-17)25-23(28)20-7-4-8-21-22(20)26-24(30-21)15-9-11-19(29-2)12-10-15/h4,7-12,16-18H,3,5-6,13-14H2,1-2H3,(H,25,28)/t16-,17-,18+/f/h25H",[C@H]12N(C)[C@H](CCC1)C[C@H](C2)NC(C3=C4N=C(OC4=CC=C3)C5=CC=C(C=C5)OC)=O,COc1ccc(-c2nc3c(C(=O)N[C@H]4C[C@@H]5CCC[C@H](C4)N5C)cccc3o2)cc1,7.73,,0.0,0
VDEOWAISRHKINC-MPCDFULNNA-N,CHEMBL388212,3359,A,5.51,chembl20,445992,9606,HTR3A,2102,"InChI=1/C38H42N4O2/c1-2-6-24(7-3-1)41-34-25-10-14-39-20-22-11-16-43-36(32(34)26(22)18-30(25)39)42-29-9-5-4-8-28(29)38-13-15-40-21-23-12-17-44-37(41)33(35(38)42)27(23)19-31(38)40/h1-9,11-12,25-27,30-37H,10,13-21H2/t25-,26-,27-,30-,31-,32+,33+,34+,35-,36+,37+,38+/m0/s1",C1=CC=C2N3[C@H]4[C@H]5[C@H]6C[C@@H]7N(CC[C@]47C2=C1)CC6=CCO[C@H]5N([C@H]8[C@@H]9[C@H]3OCC=C%10CN%11[C@@H](C[C@H]9%10)[C@@H]8CC%11)C%12=CC=CC=C%12,C1=C2CN3CC[C@]45c6ccccc6N6[C@H]4[C@@H]([C@H]2C[C@H]35)[C@@H](OC1)N(c1ccccc1)[C@@H]1[C@H]2CCN3CC4=CCO[C@@H]6[C@@H]1[C@H]4C[C@@H]23,5.51,,0.0,0
VDFLDQVKOMEZEL-WYUMXYHSNA-N,CHEMBL2169969,3359,A,7.87,chembl20,864726,9606,HTR3A,2102,"InChI=1/C15H20N4/c1-16-14-11-15(19-9-7-18(2)8-10-19)17-13-6-4-3-5-12(13)14/h3-6,11H,7-10H2,1-2H3,(H,16,17)/f/h16H",N=1C(=CC(=C2C=CC=CC12)NC)N3CCN(CC3)C,CNc1cc(N2CCN(C)CC2)nc2ccccc12,7.87,,0.0,0
VGGIXTMKNTVMSP-UHFFFAOYNA-N,CHEMBL597644,15561,A,7.77,chembl20,611799,10090,HTR3A,2102,"InChI=1/C14H16BrN3O/c15-10-1-2-13-12(9-10)16-14(19-13)18-8-7-17-5-3-11(18)4-6-17/h1-2,9,11H,3-8H2",C12CCN(CCN1C3=NC4=C(O3)C=CC(=C4)Br)CC2,Brc1ccc2oc(N3CCN4CCC3CC4)nc2c1,7.77,,0.0,0
VGWMVWNOQKELRE-SKKVRFOWNA-N,CHEMBL2402898,3359,N,4.1,chembl20,971714,9606,HTR3A,2102,"InChI=1/C25H38N6O3/c1-18(2)23-27-21-6-4-5-20(22(21)28-23)24(32)26-17-19-7-9-29(10-8-19)11-12-30-13-15-31(16-14-30)25(33)34-3/h4-6,18-19H,7-17H2,1-3H3,(H,26,32)(H,27,28)/f/h26,28H",C=1C=C2C(=C(C1)C(NCC3CCN(CC3)CCN4CCN(CC4)C(=O)OC)=O)NC(=N2)C(C)C,COC(=O)N1CCN(CCN2CCC(CNC(=O)c3cccc4nc(C(C)C)[nH]c34)CC2)CC1,4.1,,0.0,0
VJRGAGPCQUZOLU-XBXBPLPCNA-N,CHEMBL388401,3359,A,5.12,chembl20,578446,9606,HTR3A,2102,"InChI=1/C22H23ClN4O3/c23-17-6-3-15(4-7-17)14-27-21(29)18-8-5-16(13-19(18)25-22(27)30)20(28)24-9-12-26-10-1-2-11-26/h3-8,13H,1-2,9-12,14H2,(H,24,28)(H,25,30)/f/h24-25H",C=1C(=CC=2NC(N(C(C2C1)=O)CC3=CC=C(C=C3)Cl)=O)C(=O)NCCN4CCCC4,O=C(NCCN1CCCC1)c1ccc2c(=O)n(Cc3ccc(Cl)cc3)c(=O)[nH]c2c1,5.12,,0.0,0
VKXYLXZLODSKCD-QZTJIDSGNA-N,CHEMBL454407,3359,N,3.6,chembl20,566267,9606,HTR3A,2102,"InChI=1/C19H24N2O/c1-20-18(11-10-16-8-4-2-5-9-16)14-17(19(20)22)15-21-12-6-3-7-13-21/h2,4-5,8-9,17-18H,3,6-7,12-15H2,1H3/t17-,18-/m1/s1",C([C@H]1N(C(=O)[C@H](C1)CN2CCCCC2)C)#CC3=CC=CC=C3,CN1C(=O)[C@@H](CN2CCCCC2)C[C@H]1C#Cc1ccccc1,3.6,,0.0,0
VMMHKLBVXJNMEM-YAQRNVERNA-N,CHEMBL2169965,3359,A,8.53,chembl20,864726,9606,HTR3A,2102,"InChI=1/C14H19N5/c1-15-13-11-5-3-4-6-12(11)16-14(17-13)19-9-7-18(2)8-10-19/h3-6H,7-10H2,1-2H3,(H,15,16,17)/f/h15H",N1=C(N=C(C=2C=CC=CC12)NC)N3CCN(CC3)C,CNc1nc(N2CCN(C)CC2)nc2ccccc12,8.53,,0.0,0
VMTCKBHBISQSTL-CMPXTJDYNA-N,76331534,3359,A,8.30103,pubchem,526452,9606,HTR3A,2102,"InChI=1/C24H34N4O3/c1-15(2)20-14-30-11-10-28(20)24-26-22-19(8-5-9-21(22)31-24)23(29)25-16-12-17-6-4-7-18(13-16)27(17)3/h5,8-9,15-18,20H,4,6-7,10-14H2,1-3H3,(H,25,29)/t16?,17-,18+,20-/m1/s1/f/h25H",O=C(NC1C[C@@H]2N([C@H](C1)CCC2)C)C3=C4N=C(OC4=CC=C3)N5[C@@H](C(C)C)COCC5,CC(C)[C@H]1COCCN1c1nc2c(C(=O)NC3C[C@@H]4CCC[C@H](C3)N4C)cccc2o1,8.30103,,0.0,0
VMTCKBHBISQSTL-OKFZWQNONA-N,CHEMBL3084766,3359,A,8.3,chembl20,674333,9606,HTR3A,2102,"InChI=1/C24H34N4O3/c1-15(2)20-14-30-11-10-28(20)24-26-22-19(8-5-9-21(22)31-24)23(29)25-16-12-17-6-4-7-18(13-16)27(17)3/h5,8-9,15-18,20H,4,6-7,10-14H2,1-3H3,(H,25,29)/t16-,17-,18+,20-/m1/s1/f/h25H",[C@@H]12C[C@H](NC(C3=C4N=C(OC4=CC=C3)N5[C@H](COCC5)C(C)C)=O)C[C@@H](CCC1)N2C,CC(C)[C@H]1COCCN1c1nc2c(C(=O)N[C@H]3C[C@@H]4CCC[C@H](C3)N4C)cccc2o1,8.3,,0.0,0
VVNHBZRFRXWLFQ-QGZVFWFLNA-N,CHEMBL3261480,3359,A,9.7,chembl20,1350968,9606,HTR3A,2102,"InChI=1/C19H22ClN3O/c1-12-10-22-6-7-23(17-11-21-4-2-13(17)3-5-21)19(24)16-9-14(20)8-15(12)18(16)22/h8-10,13,17H,2-7,11H2,1H3/t17-/m1/s1",C1=C(C=C2C=3N(C=C2C)CCN(C(C13)=O)[C@H]4C5CCN(C4)CC5)Cl,Cc1cn2c3c(cc(Cl)cc13)C(=O)N([C@@H]1CN3CCC1CC3)CC2,9.7,,0.0,0
VVWIDIIMLHNFOH-JDVPCOFVNA-N,44427876,3359,A,5.72125,pubchem,297966,9606,HTR3A,2102,"InChI=1/C38H42N4O2/c43-16-11-23-20-39-14-10-26-32(39)18-27(23)29-22-41-31-9-5-4-8-30(31)38-13-15-40-21-24-12-17-44-37(34(36(38)41)28(24)19-33(38)40)42(35(26)29)25-6-2-1-3-7-25/h1-9,11-12,22,26-28,32-37,43H,10,13-21H2/b23-11-,29-22?/t26-,27-,28-,32-,33-,34+,35+,36-,37+,38+/m0/s1",O1[C@H]2N([C@@H]3[C@@H]4[C@H]5N(CC4)C/C(/[C@@H](C3=CN6[C@@H]7[C@@]8([C@H]9N(CC8)CC([C@@H]([C@H]72)C9)=CC1)C=%10C6=CC=CC%10)C5)=C/CO)C%11=CC=CC=C%11,OC/C=C1/CN2CC[C@H]3[C@@H]2C[C@@H]1C1=CN2c4ccccc4[C@@]45CCN6CC7=CCO[C@H]([C@@H]([C@H]24)[C@H]7C[C@H]65)N(c2ccccc2)[C@@H]13,5.72125,,0.0,0
VWVPNALHKWLANG-UHFFFAOYNA-N,CHEMBL1276832,3359,A,7.32,chembl20,684849,9606,HTR3A,2102,"InChI=1/C24H28N6OS2/c1-16-17(2)33-22-21(16)23(31)30(25)24(27-22)32-15-5-10-28-11-13-29(14-12-28)20-9-8-18-6-3-4-7-19(18)26-20/h3-4,6-9H,5,10-15,25H2,1-2H3",N1=C(N(C(=O)C=2C(=C(C)SC21)C)N)SCCCN3CCN(CC3)C=4N=C5C(=CC4)C=CC=C5,Cc1sc2nc(SCCCN3CCN(c4ccc5ccccc5n4)CC3)n(N)c(=O)c2c1C,7.32,,0.0,0
VXYBSZKYTUAIKH-FGEAENFSNA-N,CHEMBL395727,3359,A,5.0,chembl20,445992,9606,HTR3A,2102,"InChI=1/C40H48N4O2/c1-43-16-12-27-32(43)20-28-24(22-43)13-18-45-38-34(28)36(27)41(26-8-4-3-5-9-26)39-35-29-21-33-40(15-17-44(33,2)23-25(29)14-19-46-39)30-10-6-7-11-31(30)42(38)37(35)40/h3-11,13-14,27-29,32-39H,12,15-23H2,1-2H3/q+2/t27-,28-,29-,32-,33-,34+,35+,36+,37-,38+,39+,40+,43?,44?/m0/s1",C1=CC=C2N3[C@H]4[C@H]5[C@H](N([C@H]6[C@H]7[C@H]3[C@@]8([C@@H]9C[C@H]7C(C[N+]9(CC8)C)=CCO6)C2=C1)C%10=CC=CC=C%10)[C@H]%11CC[N+]%12([C@H]%11C[C@H]5C(C%12)=CCO4)C,C[N+]12CC[C@H]3[C@@H]1C[C@H]1C(=CCO[C@@H]4[C@H]1[C@@H]3N(c1ccccc1)[C@@H]1OCC=C3C[N+]5(C)CC[C@]67c8ccccc8N4[C@H]6[C@H]1[C@H]3C[C@@H]75)C2,5.0,,0.0,0
VZSXQQMZYQDDQE-KSGLLHJINA-N,CHEMBL605772,3359,A,9.64,chembl20,612614,9606,HTR3A,2102,"InChI=1/C25H30N4O2/c1-28-19-10-6-11-20(28)15-18(14-19)26-25(30)23-21-12-7-13-22(24(21)29(2)27-23)31-16-17-8-4-3-5-9-17/h3-5,7-9,12-13,18-20H,6,10-11,14-16H2,1-2H3,(H,26,30)/t19-,20-/m0/s1/f/h26H",C=1C=C(OCC2=CC=CC=C2)C3=C(C(C(NC4C[C@@H]5CCC[C@H](N5C)C4)=O)=NN3C)C1,CN1[C@H]2CCC[C@H]1CC(NC(=O)c1nn(C)c3c(OCc4ccccc4)cccc13)C2,9.64,,0.0,0
WAXMULZSNYUPJB-JSHXYFJWNA-N,CHEMBL2011591,79246,A,7.59,chembl20,809641,10116,HTR3A,2102,"InChI=1/C26H38N6O4/c1-19-23(20-10-6-7-11-21(20)30-24(19)32-16-14-31(2)15-17-32)25(35)27-12-8-4-3-5-9-13-28-26(36)29-18-22(33)34/h6-7,10-11H,3-5,8-9,12-18H2,1-2H3,(H,27,35)(H,33,34)(H2,28,29,36)/i22+1/f/h27-29,33H",C=1C=C2C(C(NCCCCCCCNC(NC[13C](=O)O)=O)=O)=C(C)C(N3CCN(C)CC3)=NC2=CC1,Cc1c(N2CCN(C)CC2)nc2ccccc2c1C(=O)NCCCCCCCNC(=O)NCC(=O)O,7.59,,0.0,0
WEDXHKBFMNCGFH-KRRFTOSTNA-N,76309734,3359,A,8.13668,pubchem,643471,9606,HTR3A,2102,"InChI=1/C35H44N6O4/c1-4-40(5-2)27-16-15-23-19-29(35(44)45-31(23)22-27)33(42)36-17-8-9-18-41-30-14-7-6-13-28(30)32(38-41)34(43)37-24-20-25-11-10-12-26(21-24)39(25)3/h6-7,13-16,19,22,24-26H,4-5,8-12,17-18,20-21H2,1-3H3,(H,36,42)(H,37,43)/t24?,25-,26+/f/h36-37H",O=C(NC1C[C@@H]2N([C@H](C1)CCC2)C)C3=NN(C4=C3C=CC=C4)CCCCNC(=O)C5=CC6=C(OC5=O)C=C(N(CC)CC)C=C6,CCN(CC)c1ccc2cc(C(=O)NCCCCn3nc(C(=O)NC4C[C@@H]5CCC[C@H](C4)N5C)c4ccccc43)c(=O)oc2c1,8.13668,,0.0,0
WEDXHKBFMNCGFH-VYKSZDKRNA-N,CHEMBL3084433,3359,A,8.14,chembl20,800919,9606,HTR3A,2102,"InChI=1/C35H44N6O4/c1-4-40(5-2)27-16-15-23-19-29(35(44)45-31(23)22-27)33(42)36-17-8-9-18-41-30-14-7-6-13-28(30)32(38-41)34(43)37-24-20-25-11-10-12-26(21-24)39(25)3/h6-7,13-16,19,22,24-26H,4-5,8-12,17-18,20-21H2,1-3H3,(H,36,42)(H,37,43)/t24-,25-,26+/f/h36-37H",C(C=1C(=O)OC2=C(C1)C=CC(N(CC)CC)=C2)(=O)NCCCCN3C=4C=CC=CC4C(=N3)C(N[C@H]5C[C@@H]6CCC[C@@H](N6C)C5)=O,CCN(CC)c1ccc2cc(C(=O)NCCCCn3nc(C(=O)N[C@H]4C[C@@H]5CCC[C@H](C4)N5C)c4ccccc43)c(=O)oc2c1,8.14,,0.0,0
WGAYVVNWRFPKMG-FICVDOATNA-N,CHEMBL3084708,79246,A,7.74,chembl20,606511,10116,HTR3A,2102,"InChI=1/C18H22N2O2/c1-19-13-7-8-14(19)11-15(10-13)22-18(21)17-9-12-5-3-4-6-16(12)20(17)2/h3-6,9,13-15H,7-8,10-11H2,1-2H3/t13-,14+,15+",[C@@H]12N([C@@H](CC1)C[C@H](C2)OC(=O)C=3N(C4=C(C3)C=CC=C4)C)C,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1cc3ccccc3n1C)C2,7.74,,0.0,0
WGAYVVNWRFPKMG-YIONKMFJNA-N,76331529,79246,A,7.744730000000001,pubchem,455453,10116,HTR3A,2102,"InChI=1/C18H22N2O2/c1-19-13-7-8-14(19)11-15(10-13)22-18(21)17-9-12-5-3-4-6-16(12)20(17)2/h3-6,9,13-15H,7-8,10-11H2,1-2H3/t13-,14+,15?",O(C1C[C@@H]2N([C@@H](CC2)C1)C)C(=O)C=3N(C=4C(C3)=CC=CC4)C,CN1[C@H]2CC[C@@H]1CC(OC(=O)c1cc3ccccc3n1C)C2,7.744730000000001,,0.0,0
WHHXYDWPIRKEHF-DVIAZDKANA-N,CHEMBL374351,3359,N,4.24,chembl20,578446,9606,HTR3A,2102,"InChI=1/C21H21FN4O4/c22-15-2-4-16(5-3-15)26-20(28)17-6-1-14(13-18(17)24-21(26)29)19(27)23-7-8-25-9-11-30-12-10-25/h1-6,13H,7-12H2,(H,23,27)(H,24,29)/f/h23-24H",C=1C(=CC=2NC(N(C3=CC=C(C=C3)F)C(C2C1)=O)=O)C(=O)NCCN4CCOCC4,O=C(NCCN1CCOCC1)c1ccc2c(=O)n(-c3ccc(F)cc3)c(=O)[nH]c2c1,4.24,,0.0,0
